year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1973,House,93,1,1,H.R.,7935,HR7935-93,Minimum Wage (1),substitute,1973-06-06,Rejected,199,218,N,Y=Wrong; N=Right,119,https://voteview.com/rollcall/RH0930119,,2,"During House debate on a labor-backed $2.20 minimum wage bill which included expanded coverage for over 6 million workers and the elimination of overtime exemptions, a conservative coalition sought to substitute a bill providing no new coverage or elimination of overtime exemptions and establishing a subminimum youth wage. The House rejected the substitute bill sponsored by Rep. John Erlenborn (R-Ill.) by a 199-218 vote on June 6. For - Wrong. Against - Right."
1973,House,93,1,2,H.R.,7935,HR7935-93,Minimum Wage (2),veto override,1973-09-19,Rejected,259,164,Y,Y=Right; N=Wrong,341,https://voteview.com/rollcall/RH0930341,,2,"Despite skyrocketing consumer prices and an ever increasing number of families living in poverty, President Nixon on Sept. 6 vetoed as ""inflationary"" the labor-supported minimum wage bill. The House vote on Sept. 19 to override the veto was 259-164, falling 23 votes short of the two-thirds majority required to overcome a presidential veto. For Overriding - Right. Against - Wrong."
1973,House,93,1,3,H.R.,77,HR77-93,Legal Services Bargaining,amendment,1973-06-12,Rejected,177,223,N,Y=Wrong; N=Right,146,https://voteview.com/rollcall/RH0930146,,2,The success of experimental programs providing low-cost legal assistance to union members paid for jointly by employers and employes spurred labor-backed legislation amending the Taft-Hartley Act to permit labor unions to bargain collectively for prepaid legal services plans. During House debate Rep. William Steiger (R-Wis.) proposed to permit employers to refuse to bargain with a union for this fringe benefit. The House rejected Steiger's amendment by 177-223 vote on June 12. For - Wrong. Against - Right.
1973,House,93,1,4,H.R.,8860,HR8860-93,Food for Strikers,amendment,1973-07-19,Adopted,213,203,N,Y=Wrong; N=Right,251,https://voteview.com/rollcall/RH0930251,,2,"Striking workers and their families have always been entitled to food stamps as long as they complied with the stringent eligibility requirements under the program. During House action on a farm bill, Rep. William Dickinson (R-Ala.) offered an amendment to deny food stamps to strikers and their families. The Dickinson amendment was approved by the House on July 19 by a 213-203 vote although later dropped from the bill before final passage. For - Wrong. Against - Right."
1973,House,93,1,5,H.R.,9142,HR9142-93,Rail Workers Compensation,amendment,1973-11-08,Rejected,187,198,N,Y=Wrong; N=Right,418,https://voteview.com/rollcall/RH0930418,,2,"During House debate on legislation reorganizing seven bankrupt railroads, Rep. Dan Kuykendall (R-Tenn.) offered an anti-labor amendment to limit the period of compensation for railroad workers who lost their jobs or took pay cuts because of the reorganization. His amendment was rejected by a 187-198 vote on Nov. 8. For - Wrong. Against - Right."
1973,House,93,1,6,H.R.,10710,HR10710-93,Trade Legislation (1),passage,1973-12-11,Passed,272,140,N,Y=Wrong; N=Right,475,https://voteview.com/rollcall/RH0930475,,2,"The AFL-CIO has long urged enactment of the Burke-Hartke trade bill in order to curb the loss of American jobs resulting from unregulated imports, the export of U.S. capital and technology and the runaway of American industry to low-wage areas of the world. However, the House Ways & Means Committee reported out an Administration-backed bill giving the President blank-check authority to deal with trade problems on a selective basis. Despite strong labor opposition, the House on Dec. 11 approved the bill by a 272-140 vote. For - Wrong. Against - Right."
1973,House,93,1,7,H.R.,10710,HR10710-93,Trade Legislation (2),amendment,1973-12-11,Adopted,319,80,Y,Y=Right; N=Wrong,473,https://voteview.com/rollcall/RH0930473,,3,"Although strongly opposing final passage of the trade bill, the AFL-CIO supported the adoption of an amendment to the bill sponsored by Rep. Charles Vanik (D-Ohio) prohibiting government-backed credits or loan guarantees to the Soviet Union until such time as it eased its restrictive emigration policies. By an overwhelming 319-80 vote, the House on Dec. 11 approved the Vanik amendment. For - Right. Against - Wrong."
1973,House,93,1,8,H.R.,8877,HR8877-93,Labor - HEW Appropriations,motion to recommit,1973-06-26,Rejected,186,219,N,Y=Wrong; N=Right,207,https://voteview.com/rollcall/RH0930207,,3,"During House debate on appropriations for the Labor Dept. and the Dept. of Health, Education & Welfare, conservatives led by Rep. Robert Michel (R-Ill.) attempted to slash $631 million from the measure, directly affecting some 26 labor-supported social programs in health, education and economic opportunity. The Michel strategy, to recommit the bill to the Appropriations Committee with instructions to delete these funds from the bill, was rejected by the House on June 26 by a 186-219 rollcall vote. For - Wrong. Against - Right."
1973,House,93,1,9,S.,1081,S1081-93,Alaskan Pipeline,motion to recommit,1973-11-12,Rejected,162,213,N,Y=Wrong; N=Right,420,https://voteview.com/rollcall/RH0930420,,3,"Administration opposition to a number of Senate amendments to the Alaskan pipeline bill, particularly a consumer protection provision, moved the conservative coalition in the House to oppose adoption of a House-Senate conference report on the pipeline legislation. Rep. William Steiger (R-Wis.) attempted to send the legislation back to conference with instructions to delete the consumer provisions. Labor strongly opposed this maneuver and the House rejected the Steiger motion by a 162-213 vote on Nov. 12. For - Wrong. Against - Right."
1973,House,93,1,10,H.Res.,357,HRES357-93,Wage-Price Controls,previous question,1973-04-16,Rejected,147,258,Y,Y=Right; N=Wrong,51,https://voteview.com/rollcall/RH0930051,,3,"Legislation extending the President's wage-price control authority for an additional year cleared the House Banking Committee with labor-supported provisions rolling back prices, interest rates and rents while exempting workers earning less than $3.50 hourly from wage controls. Strong Administration and business opposition to these provisions resulted in a successful parliamentary maneuver supported by Republicans and southern Democrats aimed at sidetracking the committee bill. The effect was to pave the way for House approval of a substitute one-year measure which extended the existing inequitable economic control program. The key 147-258 vote came on a procedural issue on April 16. An affirmative vote opposed adoption of the inadequate substitute bill. For - Right. Against - Wrong."
