year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
2008,House,110,2,1,H.R.,2768,HR2768-110,Mine Safety Standards,passage,2008-01-16,Passed,214,199,Y,Y=Right; N=Wrong,1186,https://voteview.com/rollcall/RH1101186,,2,"H.R. 2768—The House passed the Supplemental Mine Improvement and New Emergency Response Act (S-MINER). The bill, along with the 2006 MINER Act, responds to critical safety and health problems in the mining industry, underscored by the 2006 Sago Mine disaster and the overall increase in coal mine fatalities. The legislation requires coal operators to improve their emergency response plans, including installation of rescue chambers in underground coal mines. It also strengthens other protections in current law, including the sealing of abandoned areas in mines, ventilation controls, dust requirements, conveyor belt safety, communication programs and atmospheric monitoring. The bill passed January 16 by a vote of 214-199 (R: 7-183; D: 207-16). Y=R, N=W"
2008,House,110,2,2,H.R.,3524,HR3524-110,Davis-Bacon/Prevailing Wages on Public Housing Projects,amendment,2008-01-17,Rejected,136,268,N,Y=Wrong; N=Right,1191,https://voteview.com/rollcall/RH1101191,"tally kept as printed at 136-268: Voteview's rollcalls file lists 136-264 because it excludes the five delegates and the resident commissioner, whose vote in the Committee of the Whole was restored in 2007 and not dropped again until the 112th; recounting Voteview's own member file gives 136-268, and clerk.house.gov/evs/2008/roll015.xml prints the same (probe_2008f.py). This is the card's only Committee-of-the-Whole record",2,H.R. 3524—The Davis-Bacon Act requires that construction workers on federal projects be paid prevailing wages. It ensures high-quality work standards and decent living standards for workers and their communities. Rep. Steve King (R-Iowa) offered an amendment to the HOPE VI Improvement and Reauthorization Act of 2008 to eliminate Davis-Bacon requirements for some public housing construction projects. The amendment failed on January 17 by 136-268 (R: 136-48; D: 0-220). Y=W; N=R Y=W; N=R
2008,House,110,2,3,H.R.,3963,HR3963-110,SCHIP/Veto Override,veto override,2008-01-23,Rejected,260,152,Y,Y=Right; N=Wrong,1198,https://voteview.com/rollcall/RH1101198,"bill from the roll call: the card prints H.R. 3936, but roll 1198 is the veto override on H.R. 3963, the second SCHIP compromise bill - a transposition of the last two digits. clerk.house.gov/evs/2008/roll022.xml gives legis-num as H R 3963",2,"H.R. 3936—The State Children's Health Insurance Program (SCHIP) that provides health coverage for more than 6 million low-income children needed to be reauthorized in 2007. The House and Senate reached a compromise on a bill that would renew the program and expand coverage to an additional 4 million children who lack health insurance. But President Bush vetoed two compromise SCHIP bills. Despite several attempts, the House was unable to override either veto, which requires a two-thirds majority. This attempt to override Bush's veto failed January 23 by a vote of 260-152 (R: 42-151; D: 218-1). Y=R, N=W"
2008,House,110,2,4,H.Con.Res.,312,HCONRES312-110,House Budget Resolution,budget resolution,2008-03-13,Passed,212,207,Y,Y=Right; N=Wrong,1316,https://voteview.com/rollcall/RH1101316,,2,"H.Con.Res. 312—The House passed a budget blueprint for fiscal year 2009 that rejects most of President Bush's proposed cuts in domestic spending, including a five-year, $196 billion cut in Medicare and Medicaid funding. The resolution also rejects proposed cuts in highway and transit programs and the elimination of the Employment Service. The Democratic plan increases funding for education and training by $7.1 billion above the president's request. Also, the resolution provides additional funds to expand the Trade Adjustment Assistance (TAA) program, which provides training and other forms of assistance to workers dislocated because of trade, and expands eligibility for Unemployment Insurance. The bill passed March 13 by a vote of 212-207 (R: 0-191; D: 212-16). Y=R, N=W"
2008,House,110,2,5,H.Res.,1092,HRES1092-110,Colombia Trade 'Fast Track' Requirements,rule,2008-04-10,Adopted,224,195,Y,Y=Right; N=Wrong,1356,https://voteview.com/rollcall/RH1101356,,2,"H. Res. 1092—The House voted to suspend ""Fast Track"" requirements for considering the U.S.-Colombia Free Trade Agreement (FTA). Fast Track procedures require an up-or-down vote on a FTA within 90 days of the date the president submits the treaty to Congress. The resolution changing House rules for consideration of the Colombia FTA requires no further action by the Senate or the president to take effect. The union movement, many members of Congress and human rights activists oppose the Colombia FTA because of the nation's long history of violence against trade union members that has claimed more than 2,500 lives since 1986. Colombia has done little to stem the violence or bring the killers to justice. The ""Fast Track"" resolution was adopted April 10 by a vote of 224-195 (R: 6-185; D: 218-10). Y=R, N=W"
2008,House,110,2,6,H.R.,5613,HR5613-110,Medicaid Regulations,passage,2008-04-23,Passed,349,62,Y,Y=Right; N=Wrong,1384,https://voteview.com/rollcall/RH1101384,,2,"H.R. 5613—The House voted to place a one-year moratorium on seven Medicaid regulations issued by the Bush administration. The combined effect of these regulations would reduce federal spending on Medicaid by $20 billion over five years, by shifting costs to states and localities for critical Medicaid-reimbursed services. As state deficits grow, states will not be able to absorb these additional costs without cutting access to Medicaid and other state-funded services, including public health programs, education and transportation. The bill passed April 23 by a vote of 349-62 (R: 128-62; D: 221-0). Y=R, N=W"
2008,House,110,2,7,H.R.,5522,HR5522-110,Combustible Dust Standard,passage,2008-04-30,Passed,247,165,Y,Y=Right; N=Wrong,1408,https://voteview.com/rollcall/RH1101408,,3,"H.R. 5522—Responding to the tragic explosion Feb. 7 at the Imperial Sugar Refinery in Port Wentworth, Ga., that claimed the lives of 13 workers, the House passed a bill requiring the Occupational Safety and Health Administration (OSHA) to adopt an emergency standard to regulate combustible industrial dusts that can build up to hazardous levels and cause deadly explosions. Workplace safety experts, including the U.S. Chemical Safety Board in 2006, long have called for a combustible dust standard. But OSHA has failed to act. The bill passed April 30 by a vote of 247-165 (R: 22-165; D: 225-0). Y=R, N=W"
2008,House,110,2,8,H.R.,3221,HR3221-110,Foreclosure Prevention,passage,2008-05-08,Passed,266,154,Y,Y=Right; N=Wrong,1476,https://voteview.com/rollcall/RH1101476,,3,"H.R. 3221—The House passed a housing relief bill designed to help families facing foreclosure. The Foreclosure Prevention Act would provide $300 billion in government loan guarantees to help at-risk borrowers refinance their home mortgages at more favorable terms. The program would allow families to stay in their homes, protect the integrity of neighborhoods and help stabilize the housing market. The bill passed May 8 by a vote of 266-154 (R: 39-154; D: 227-0). Y=R, N=W"
2008,House,110,2,9,H.R.,2642,HR2642-110,Extension of Unemployment Benefits,passage,2008-05-15,Passed,256,166,Y,Y=Right; N=Wrong,1505,https://voteview.com/rollcall/RH1101505,,3,"H.R. 2642—The House adopted an amendment to the legislation funding the wars in Iraq and Afghanistan that would provide 13 weeks of unemployment benefits for jobless workers in every state, plus 13 additional weeks of benefits for jobless workers in “high unemployment” states with at least 6 percent unemployment. The amendment passed May 15 by a vote of 256-166 (R: 32-159; D: 224-7). Y=R, N=W"
2008,House,110,2,10,H.R.,5749,HR5749-110,Extension of Unemployment Benefits,passage,2008-06-11,Rejected,279,144,Y,Y=Right; N=Wrong,1578,https://voteview.com/rollcall/RH1101578,,3,"H.R. 5749—President Bush threatened to veto the legislation funding the wars in Iraq and Afghanistan over a provision providing 13 weeks of unemployment benefits for jobless workers in every state, plus another 13 weeks of additional benefits for jobless workers in “high unemployment” states. To gauge support for possible veto override, the House considered the unemployment benefits extension separately under a procedure requiring a two-thirds supermajority to pass, the same margin needed to override a veto. The House failed to muster the necessary two-thirds supermajority June 11 but voted by a vote of 279-144 in favor of the bill (R: 49-144; D: 230-0). Y=R, N=W"
