year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
2014,House,113,2,1,H.R.,2804,HR2804-113,ALERRT Act of 2014,passage,2014-02-27,Passed,236,179,N,Y=Wrong; N=Right,717,https://voteview.com/rollcall/RH1130717,"vote_question 'veto override' -> 'passage': the roll call's own question is 'On Passage'. The scorecard's value was inferred from its prose, which the 11 Aug 2026 review measured at ~8% wrong",1,"The Achieving Less Excess in Regulation and Requiring Transparency Act (ALERRT) combined four measures, all of which were designed to stop, delay, or weaken new protections. The Regulatory Accountability Act (RAA) is the most far-reaching of these measures, overriding requirements of landmark legislation such as the Occupational Safety and Health Act (OSHA) and the Mine Safety and Health Act (MSHA). Its primary goal was limiting costs and the impact on businesses and corporations; protections for workers and the general public were a distant second. Rather than improving the regulatory process, this package would cripple it by further tilting the process in favor of business groups and making it more difficult to protect the health and safety of workers and the public. The bill passed."
2014,House,113,2,2,H.Con.Res.,96,HCONRES96-113,FY2015 Budget Resolution,budget resolution,2014-04-10,Passed,219,205,N,Y=Wrong; N=Right,816,https://voteview.com/rollcall/RH1130816,,1,"This budget resolution would cut taxes for millionaires and corporations that send jobs overseas, and pay for those tax cuts by cutting programs that serve the middle class and low-income families. H. Con. Res 96 would cut education, research, infrastructure, and other critical investments by 30 percent over 10 years: higher education by $260 billion over 10 years; K-12 education by $85 billion; and Medicaid by $732 billion. H. Con. Res. 96 would also cut transportation investment by $52 billion in FY 2015 alone. Finally, the budget would also turn Medicare into a voucher program, raise the Medicare eligibility age to 67, and repeal the Affordable Care Act (ACA). The resolution passed."
2014,House,113,2,3,H.R.,4435,HR4435-113,Amendment to Prohibit Department of Defense Insourcing Functions,amendment,2014-05-22,Rejected,179,244,N,Y=Wrong; N=Right,874,https://voteview.com/rollcall/RH1130874,"description: two em dashes repaired from mojibake ('‚Äî' and a bare '‚', UTF-8 mis-decoded as MacRoman in the scrape); scoreboard_2014.pdf prints U+2014 at both positions",1,"Amendment offered by Rep. Lynn Jenkins (R-Ks.) to H.R. 4435, the 2015 National Defense Authorization Act (NDAA), that would effectively prohibit the Department of Defense (DoD) from insourcing functions that were performed by contractor employees before the date of NDAA's enactment. DoD would be forced to use contractors for the performance of inherently governmental functions until a new cost comparison process is developed— regardless of the increased risk to the public interest. DoD would never be able to stop using contractors for many functions—regardless the increased risk to the public. DoD would never be able to correct - through insourcing - contracts that cost too much or are poorly performed - regardless of the increased costs to the taxpayers. The amendment was rejected."
2014,House,113,2,4,H.R.,4660,HR4660-113,Amendment to Prevent Contracts with Fair Labor Standard Violators,amendment,2014-05-30,Rejected,196,211,Y,Y=Right; N=Wrong,901,https://voteview.com/rollcall/RH1130901,,1,This amendment would bar the use of funds provided by the bill to enter into contracts with vendors in violation of fair labor standards. The amendment was rejected.
2014,House,113,2,5,H.R.,4745,HR4745-113,Amendment to Defund Amtrak,amendment,2014-06-09,Rejected,154,248,N,Y=Wrong; N=Right,912,https://voteview.com/rollcall/RH1130912,,2,"This amendment undermines Amtrak's ability to provide the rail service upon which passengers and communities have come to rely. Rep. Paul Broun's amendment would arbitrarily cut Amtrak's operating funding by $34 million. The base bill already makes unacceptable cuts to Amtrak's capital budget, endangering the efficiency of the system and delaying urgently needed improvements to infrastructure and rail cars that are urgently needed. This amendment is particularly ill-advised at a time when Amtrak is setting ridership records year after year and recent polling shows that the railroad has broad public support across the country. The amendment was rejected."
2014,House,113,2,6,H.R.,4745,HR4745-113,Amendment to Defund California's High-Speed Rail Project,amendment,2014-06-10,Adopted,227,186,N,Y=Wrong; N=Right,926,https://voteview.com/rollcall/RH1130926,,2,This amendment singles out one project in a single state--California's high-speed rail--from receiving any funds appropriated in a bill that was supposed to fund our nation's transportation needs. This project would create and sustain good-paying jobs at a time when employment opportunities are still too limited and our economic recovery remains fragile. Completion of this project would provide California residents and visitors an efficient transportation option and provide access to multi-modal connections that are urgently needed. The amendment passed.
2014,House,113,2,7,H.R.,4745,HR4745-113,Amendment to Limit Federal Employees' Collective Bargaining Rights,amendment,2014-06-10,Rejected,167,254,N,Y=Wrong; N=Right,933,https://voteview.com/rollcall/RH1130933,,2,"This amendment would bar the use of funds provided by the bill to pay a federal employee during any period when that employee is using ""official time"" to represent a union or its bargaining unit employees. The Gingrey Amendment would serve no purpose but to erode collective bargaining rights for civil service federal employees at greater cost to American taxpayers. Union representation for employees working their way through administrative procedures is a cost-effective process for administrating and adjudicating agency policies. The alternative to official time is for government agencies to needlessly pay for costly third party attorney and arbitrator fees. Using this time for internal union business is strictly prohibited by law: under current law, official time may not be used to solicit membership, conduct internal union meetings, elect union officers, or engage in partisan political activities. The notion that official time is used for these purposes is blatantly false. The amendment was rejected."
2014,House,113,2,8,H.R.,4923,HR4923-113,Amendment to Repeal Prevailing Wage Laws,amendment,2014-07-10,Rejected,181,239,N,Y=Wrong; N=Right,1026,https://voteview.com/rollcall/RH1131026,"not forced by the (date, tally) key: rolls 1022 and 1026 are both 181-239 amendments to H.R. 4923 that day and Voteview describes neither. clerk.house.gov/evs/2014/roll388.xml names roll 1026 (clerk 388) 'King of Iowa Amendment' and roll 1022 (clerk 384) 'Quigley of Illinois Amendment'; this record describes Rep. Steve King's Davis-Bacon amendment",2,"This amendment by Rep. Steve King (R-Iowa) to the Energy and Water Development Act, 2015 (H.R. 4923) would have repealed Davis-Bacon coverage for projects funded under this bill. The Davis-Bacon Act requires companies to pay construction workers locally prevailing wages on federally funded projects. The amendment failed."
2014,House,113,2,9,H.R.,4935,HR4935-113,Child Tax Credit Improvement Act of 2014,passage,2014-07-25,Passed,237,173,N,Y=Wrong; N=Right,1089,https://voteview.com/rollcall/RH1131089,,2,"This legislation expands eligibility for the Child Tax Credit (CTC) by raising the threshold to $150,000 per year, but fails to permanently extend an expiring provision that allows low income families to access the credit. Over 60 percent of families using the refundable CTC earn less than $25,000 per year. Nearly half of these families are raising children on wages of $10 an hour or less. Failing to permanently extend access for low-income families could take money out of the pockets of working families and hurt children at a time when child poverty is at its highest level in decades. The legislation would also deny the refundable portion of the credit to immigrants who file taxes with an IRS-issued Individual Tax Identification Number (ITIN) and are currently eligible, resulting in over two million working families and 5.5 million children being denied the credit, 4.5 million of whom are U.S. citizens. The legislation passed."
2014,House,113,2,10,H.R.,5230,HR5230-113,"Secure the Southwest Border Supplemental Appropriations Act, 2014",passage,2014-08-01,Passed,223,189,N,Y=Wrong; N=Right,1116,https://voteview.com/rollcall/RH1131116,,3,"The AFL-CIO opposed the Supplemental Border Appropriations bill. While additional funding was necessary to care for child refugees arriving in 2014 from Central America, the funding levels in H.R. 5230 did not adequately ensure that children eligible for protective status were identified and not returned to dangerous situations. The legislation also included harmful policy changes that compromised due process and ran counter to established U.S. and international norms regarding the detainment of children and refugees. The bill passed."
2014,House,113,2,11,H.R.,5272,HR5272-113,Prohibition of Funding for Deferred Action for Childhood Arrivals,passage,2014-08-01,Passed,216,192,N,Y=Wrong; N=Right,1117,https://voteview.com/rollcall/RH1131117,,3,"In June 2012, the Obama Administration created the Deferred Action for Childhood Arrivals (DACA) by executive action. The program protects immigrant youth who arrived in the US prior to June 2007 from deportation and provides two year work-authorization. The AFL-CIO strongly supports DACA and opposed H.R. 5272 which, if enacted, would have denied funding to issue deferred action and work permits to any new or pending DACA-eligible youth applicants. The legislation was passed."
