year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1990,House,101,2,1,H.R.,1231,HR1231-101,Eastern Airlines - Veto Override,veto override,1990-03-07,Rejected,261,160,Y,Y=Right; N=Wrong,389,https://voteview.com/rollcall/RH1010389,printed no date; 7 Mar 1990 from roll call 389,3,"The congressional battle for 30,000 workers at Eastern Airlines carried over into the second session of the 101st Congress. As the year began, Frank Lorenzo was still at Eastern's controls, having made millions in the corporate takeover game that cost thousands of workers their jobs. President Bush's last veto in 1989 occurred only hours before Congress adjourned when he nixed H.R. 1231. The bill would have established a four-member bipartisan panel to investigate the dispute and recommend a solution to the strike. The strike began March 4, 1989. More than a year after Machinists were forced to the picket lines at Eastern Airlines, with support from pilots and flight attendants, the House of Representatives voted on an override of President Bush's veto of H.R. 1231. The override was supported by a House majority, 261-160, but failed to win the necessary two-thirds vote. Since that vote, the federal bankruptcy judge in the case removed Lorenzo from Eastern and appointed a trustee to run the airline. Despite various efforts to reorganize the airline, it was on the verge of being shutdown and liquidated in late November. For override - Right. Against override - Wrong."
1990,House,101,2,2,H.R.,3030,HR3030-101,Clean Air - The Wise Amendment,amendment,1990-05-23,Adopted,274,146,Y,Y=Right; N=Wrong,490,https://voteview.com/rollcall/RH1010490,,3,"The Clean Air Act of 1970 set ambitious goals for improving the nation's air quality and protecting citizens against hazardous pollutants. The AFL-CIO has strongly supported the objective of cleaning up the country's air. When the Administration and Congress began rewriting and reforming the Clean Air Act to address the continuing problems of acid rain, automobile emissions and toxic pollutants, the AFL-CIO worked closely with Congress. The goal was to develop legislation that would significantly improve the environment for workers, their families and their communities, while recognizing the need to maintain employment opportunities in America's construction, industrial and mining base. During the debate on the House clean air bill, H.R. 3030, Rep. Robert Wise (D-WV) offered an amendment to provide extended unemployment compensation and training benefits to workers who might lose their jobs because of the new regulations. Supported by the AFL-CIO, the amendment was adopted by a 274-146 vote on May 23. The final version of clean air legislation contained a modified unemployment allowance and training provision. For - Right. Against - Wrong."
1990,House,101,2,3,H.R.,1180,HR1180-101,Housing,amendment,1990-07-31,Rejected,200,211,Y,Y=Right; N=Wrong,642,https://voteview.com/rollcall/RH1010642,,4,"The cost of housing for many low- and moderate-income working families is climbing out of their reach. The Housing and Community Development Act of 1990 (H.R. 1180) takes a critical step forward in addressing this nation's housing needs, needs which have gone unmet through a decade of neglect. The legislation reauthorizes and improves many of the existing housing programs run by the Housing and Urban Development Department (HUD) and the Farmers Home Administration (FHA), including programs to assist first-time home buyers to increase the use of federal property for low- and moderate-income persons. It also includes new construction programs. Rep. Rose Mary Oakar (D-OH) introduced an amendment to maintain state and local authorities' rights to set structural, electrical and plumbing codes for modular homes. The Building Trades unions strongly supported this amendment to ensure the safety and sound construction of manufactured housing. The original bill would have resulted in those homes being preempted from state and local codes, as mobile homes are now. The amendment ensured that state and local authorities could continue to implement construction safety regulations appropriate to local needs. The amendment was defeated on July 31 by a 200-211 vote. The final housing bill maintained the state and local authority and set up a study commission on the issue. For - Right. Against - Wrong."
1990,House,101,2,4,H.R.,4328,HR4328-101,"Trade - Textile, Apparel and Footwear Jobs at Stake",veto override,1990-10-10,Rejected,274,152,Y,Y=Right; N=Wrong,786,https://voteview.com/rollcall/RH1010786,printed tally 275-152; roll call 786 is 274-152,4,"The 1980s were disastrous for textile, apparel and footwear workers. An unchecked flood of imports cost some 400,000 jobs and about 1,800 factories closed their gates. To address that problem, the AFL-CIO backed the Textile, Apparel and Footwear Act of 1990. The legislation did not contain a rollback of imports, but instead provided for orderly growth that will help American workers maintain their jobs in this import-sensitive industry. Currently imports make up 60 percent of the textile and apparel market and account for 26 percent of the nation's trade deficit. The bill limited growth to 1-percent per year. Footwear imports, which make up 85 percent of the U.S. shoe market, would be limited to 1989 levels. The legislation was badly needed by communities which have been hit hard by textile and apparel imports. American apparel jobs are among the few work opportunities available to minorities, immigrants and others who are prevented by language, cultural and educational barriers from taking other jobs in the market. The House fell 10 votes short October 10 and failed to override President Bush's veto of the bill 275-152. For override - Right. Against override - Wrong."
1990,House,101,2,5,H.R.,4300,HR4300-101,Immigration,amendment,1990-10-02,Rejected,193,229,Y,Y=Right; N=Wrong,748,https://voteview.com/rollcall/RH1010748,printed tally 194-229; roll call 748 is 193-229,4,"One of the labor movement's concerns about current immigration law has been the admission of aliens as non-immigrant temporary workers. The current law has not adequately protected American workers from displacement or having their wages and working conditions undermined by employers bringing in such workers. H.R. 4300, the Immigration Revision and Family Reunification Act, would strike a balance that establishes minimum protection for American workers' jobs and working conditions while establishing visa numbers that are realistic in light of present employment of these alien workers and employers' reasonably forseeable needs. During floor consideration, Rep. Bruce Morrison (D-CT) offered an amendment to further strengthen the job protection provisions by requiring employers who hire aliens as non-immigrant temporary workers to provide education and training for American workers or students so those jobs could eventually be filled by U.S. workers. On October 2, the amendment was defeated 194-229. The immigration bill was passed and signed into law. For - Right. Against - Wrong."
1990,House,101,2,6,S.,2924,S2924-101,Fish Inspection - Safe Seafood,substitute,1990-10-24,Adopted,276,153,Y,Y=Right; N=Wrong,857,https://voteview.com/rollcall/RH1010857,printed tally 277-153; roll call 857 is 276-153,4,"Most Americans do not realize that there is no mandatory federal inspection program covering the seafood they eat. But such a program is necessary for consumer health and safety. Among the several bills establishing a fish inspection program introduced in the House, the AFL-CIO supported H.R. 3155 as the best vehicle for such a program. Under H.R. 3155, the program authority was vested in the Food and Drug Administration which has the expertise and experience to develop standards for safe and effective seafood inspection. It also contained strong whistleblower language. Because inspections under the bill were not to be continuous, plant employees would, in effect, be taking on federal inspection roles and thus would need protection from employer reprisals for reporting violations. Offered as a substitute to a Senate-passed bill, H.R. 3155 passed 277-153 on October 24. Because no House-Senate conference was completed, the bill died. For - Right. Against - Wrong."
1990,House,101,2,7,H.R.,2190,HR2190-101,"Voter Registration - ""Motor Voter""",motion to recommit,1990-02-06,Rejected,156,265,N,Y=Wrong; N=Right,377,https://voteview.com/rollcall/RH1010377,printed no date; 6 Feb 1990 from roll call 377,5,"The United States has the lowest voter turnout of any democracy in the world. For the past 20 years the number of Americans who vote has steadily declined and the 1990 off-year congressional elections drew only 35 percent of the voters to the polls. The National Voter Registration Act, H.R. 2190, was introduced by Rep. Al Swift (D-WA) and backed by the AFL-CIO and a wide coalition of other groups. Studies show that most people who are registered to vote do cast ballots, but only 61 percent of eligible voters are registered. H.R. 2190 would have significantly increased the numbers of registered voters in federal elections. The main reason so few people register is the myriad of regulations in each state. The bill would have set nationwide standards for federal elections by allowing ""motor voter"" registration where each state's driver license application (along with non-driver IDs) would be considered an application for voter registration. It would also have required government agencies to actively provide for voter registration as a means of targeting low-income people, who are less likely to be registered. In addition, citizens would have been allowed to register by mail. During debate on the bill, Rep. Paul Gillmor (R-OH) made a motion to recommit the bill with instructions to change and weaken several key provisions. The motion, opposed by the AFL-CIO, failed by 156-265 vote. The bill passed the House but died in the Senate. For recommitment - Wrong. Against recommitment - Right."
1990,House,101,2,8,H.R.,3,HR3-101,Child Care,substitute,1990-03-29,Rejected,195,225,N,Y=Wrong; N=Right,420,https://voteview.com/rollcall/RH1010420,,5,"Millions of working parents are trying to balance their jobs and the needs of their children. Today, 70 percent of all mothers with school age children work. Only 10 percent of American families are composed of a father who works while the mother stays home with the kids. Tens of millions of working Americans must find daycare or before- and after-school care for their children. But licensed day care slots are scarce: 2.5 million for the 36.2 million children whose parents work. At the same time the average cost of $3,000 a year per child places quality care out of reach of many low- and moderate-income families. In addition, only 3,000 of six million American employers provide any type of child care for working parents. The AFL-CIO supported a comprehensive child care bill, H.R. 3, which would have expanded Head Start, provided grants for child care services for infants and toddlers through community-based providers and developed before- and after-school care through the public school system. Despite the documented need for a wide-ranging child care bill, some members of Congress and the Administration tried to derail comprehensive child care. A weak substitute was offered by Charles Stenholm (D-TX) and Clay Shaw (R-FL). It fell short in terms of authorized funding levels, as well as in the breadth and quality of programs authorized. It eliminated all requirements on standards of care. The AFL-CIO urged its defeat and it was beaten on March 29, by a vote of 195 to 225. Eventually several provisions of House- and Senate-passed child care legislation were included in the omnibus budget reconciliation bill. For - Wrong. Against - Right."
1990,House,101,2,9,H.J.Res.,268,HJRES268-101,Balanced Budget,passage,1990-07-17,Rejected,279,150,N,Y=Wrong; N=Right,593,https://voteview.com/rollcall/RH1010593,,5,"One of the most bankrupt fiscal remnants of the Reagan era resurfaced in the House - a call for a constitutional amendment to require Congress to balance the federal budget regardless of economic circumstances. The amendment would have hamstrung Congress' fiscal power to address the nation's economic stability and was constitutionally unsound. It could have resulted in the dismantlement of more than 50-years of labor-backed, progressive economic and social programs. A balanced budget amendment would dismantle the fiscal weapons needed to combat unemployment and inflation. Any legislation needed to create jobs or stimulate the economy would be required to gain a three-fifths vote of Congress. Unemployment compensation and various social welfare programs, customary stabilizers during a recession, would be choked. On July 17, the amendment fell short of the two-thirds majority needed for passage by a 279-150 vote. For the amendment - Wrong. Against the amendment - Right."
1990,House,101,2,10,H.R.,770,HR770-101,Family and Medical Leave - Veto Override,veto override,1990-07-25,Rejected,232,195,Y,Y=Right; N=Wrong,617,https://voteview.com/rollcall/RH1010617,,6,"The U.S., unlike most industrialized countries, has no national leave policy to enable workers - male or female - to have time off to attend to family needs, such as the birth or adoption of a child, a child's illness or even the worker's own serious illness. Workers can lose, and have lost, their jobs when they have been forced to make a choice between their families' welfare and their own job security. Most workers have little protection when they must take time off for family emergencies. Some are protected by union contracts. Only half of the 1,500 largest U.S. employers offer job-protected unpaid leave for new mothers but little or no protection for other emergencies. Some workers are protected by state law, but it is a patchwork system which leaves millions of workers unprotected. Every day, thousands of workers and members of their families become ill or suffer accidents which require time at home, from a few days to several months. That can, and has, cost thousands of workers their jobs. When that happens, most of the time the taxpayer pays the bill through unemployment insurance, welfare, food stamps, Medicaid and other programs. One study, concentrating only on working women, showed that women and their families lose over $600 million a year because they don't have job-protected parental leave. Taxpayers foot a $100 million bill in unemployment and other benefits for that same group. H.R. 770, supported by the AFL-CIO, would have allowed up to 12 weeks of unpaid leave for the birth, adoption or serious illness of a child. The legislation would also have allowed leave for a worker's own serious illness, as well as for the care of an elderly dependent. Workers would be guaranteed their same or an equivalent job following the leave and pre-existing health benefits would continue during the leave. It would exempt employers of 50 or fewer workers. The bill passed the House and Senate, but President Bush vetoed the legislation. On July 25, the House failed to override the veto by a 232-195 vote. For override - Right. Against override - Wrong."
