year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1980,House,96,2,1,H.R.,5980,HR5980-96,Protection of Prevailing Wages,amendment,1980-01-31,Rejected,130,266,N,Y=Wrong; N=Right,690,https://voteview.com/rollcall/RH0960690,,2,"Despite two lopsided defeats in 1979, House conservatives continued their unrelenting attack on the Davis-Bacon Act in 1980. The 48-year-old law requires payment of prevailing wages to workers on federally financed construction projects. That gives local contractors who uphold the labor standards of the community a fair chance to compete for government projects, rather than being undercut by outside firms bringing in cut-rate labor. The Davis-Bacon Act also assures stability in a notoriously unstable industry, guarantees adequate wage rates to allow for the recruitment, training and maintenance of a skilled construction labor force within the local area, and helps protect the government against fly-by-night operators seeking to win government contracts by paying wages too low to attract competent craftsmen. During House debate on legislation providing federal financial assistance to economically distressed states and cities, Rep. Robert Walker (R-Pa.) tried to strike the Davis-Bacon protections from the bill. Again this anti-worker amendment was overwhelmingly defeated by a 130-266 vote on Jan. 31, 1980. For - Wrong. Against - Right."
1980,House,96,1,2,H.R.,2222,HR2222-96,Collective Bargaining Rights for Hospital Workers,passage,1979-11-28,Rejected,167,227,Y,Y=Right; N=Wrong,612,https://voteview.com/rollcall/RH0960612,,2,"In 1976 the National Labor Relations Board ruled that hospital interns and residents are ""students"" and therefore not entitled to the protections of federal labor law. These employees now routinely work 80 to 100 hour workweeks at low rates of pay. Yet, these workers are denied any voice in improving their oppressive working conditions. Such long hours can undermine adequate hospital health care and unnecessarily jeopardize the medical condition of patients. In 1980, Rep. Frank Thompson (D-N.J.) sponsored legislation to restore labor law protections for these workers. However, the House, less than two weeks after shooting down a labor-backed bill to help fight inflation by controlling hospital costs, handed the medical lobbies still another success by rejecting this worker-rights bill by a 167-227 vote on Nov. 28, 1979. For - Right. Against - Wrong."
1980,House,96,2,3,H.R.,3904,HR3904-96,Workers' Pension Rights,amendment,1980-05-22,Rejected,160,218,N,Y=Wrong; N=Right,903,https://voteview.com/rollcall/RH0960903,,2,"To protect worker pension benefits, the 1974 pension protection law set up a reinsurance system funded by premiums from participating pension plans to pay benefits to retirees if a plan terminated. Although they have been required all along to pay nominal premiums, multi-employer plans were temporarily excluded from full pension benefit guarantee coverage in order to develop adequate experience on which to base the rates for the cost of reinsurance for such plans. The deadline for full inclusion of these plans in the reinsurance system was extended until 1978. However, by mid-1977, it had become clear that the 1974 law would require substantial change before full reinsurance coverage could be extended to the multi-employer plans. In 1980, the AFL-CIO backed legislation to accomplish this objective, including provisions establishing a graduated premium rate schedule for multi-employer plans. During debate on the bill, Rep. John Erlenborn (R-Ill.) tried to weaken the bill by conditioning slightly higher pension benefit guarantees on reducing from 30 to 20 years the period for which pension plans must have on account enough funds to pay retiree benefits. This amendment would have generated confusion and uncertainty within the administration of pension plans while doing nothing to strengthen their financial stability. By a 160-218 vote on May 22, 1980, the amendment was defeated. For - Wrong. Against - Right."
1980,House,96,2,4,H.R.,5507,HR5507-96,Unemployment Benefits,motion to recommit,1980-02-06,Rejected,188,215,N,Y=Wrong; N=Right,699,https://voteview.com/rollcall/RH0960699,date 1980-02-16 -> 1980-02-06 per Voteview roll 699,2,"A 1976 congressionally-approved revision, effective in 1980, cut unemployment benefits for retirees who also receive pensions. This anti-worker provision allows states to offset, dollar for dollar, the unemployment compensation benefit payable to an individual receiving social security, pension, retirement pay, annuity or any other similar payment that is based on the individual's previous work. The result: thousands of pensioners who had taken jobs to augment their pensions but were laid off in the current recession now found their unemployment compensation reduced by the amount of their pension benefits. The AFL-CIO has backed repeal of the pension offset. In the meantime, the federation in 1980 supported legislation by Rep. James Corman (D-Calif.) limiting the offset to cases in which a worker's pension and unemployment benefits are attributable to the same employer. Further, the bill limited the offset only to the amount of the employer contribution to the pension, while postponing until Jan. 1, 1982, the effective date of the 1976 change and the Corman modifier. Conservative Rep. John Rousselot (R-Calif.) attempted to undermine the measure by sending it back to committee with instructions to make the effective implementation date one year earlier. His motion to recommit was defeated 188-215 on Feb. 16, 1980. For recommittal - Wrong. Against recommittal - Right."
1980,House,96,1,5,H.R.,5860,HR5860-96,Auto Industry Jobs,passage,1979-12-18,Passed,271,136,Y,Y=Right; N=Wrong,661,https://voteview.com/rollcall/RH0960661,,2,"Massive retooling needs and the flood of imported cars helped put the nation's third largest auto manufacturer - Chrysler - on the brink of economic collapse in late 1979. The jobs of nearly a half-million workers in steel, glass, rubber, metal, leather and other supplier industries as well as Chrysler auto workers hung in the balance. Several states and many communities were also threatened with economic disaster if Chrysler closed its doors. To prevent that from happening, the AFL-CIO-backed legislation providing a $1.5-billion federal loan guarantee to Chrysler. The loan was dependent upon the company finding $2 billion in matching funds from workers, dealers and creditors. The House version demanded $400 million in wage concessions from Chrysler union workers. By a 271-136 vote, on Dec. 18, 1979, the House approved the loan package. For - Right. Against - Wrong."
1980,House,96,1,6,H.R.,2063,HR2063-96,Public Works Jobs,motion to recommit,1979-11-14,Rejected,148,250,N,Y=Wrong; N=Right,589,https://voteview.com/rollcall/RH0960589,,2,"In 1979 the House approved labor-backed legislation expanding funding for the Economic Development Administration, which was created in 1965 to offer financial aid to hard-hit communities to help them attract new investment or revive failing businesses. A key part of the new legislation was a standby $2-billion public works jobs program providing funds for local construction or improvement of such facilities as water and sewer systems, schools, fire stations and court houses. The funds would become available when national unemployment exceeded 6.5 percent. An attempt by Rep. Gene Snyder (R-Ky.) to send this standby public works program back to committee was overwhelmingly defeated by a 148-250 vote on Nov. 14, 1979. For recommittal - Wrong. Against recommittal - Right."
1980,House,96,2,7,S.,1309,S1309-96,Food Stamps for Jobless Workers,amendment,1980-05-08,Adopted,241,147,N,Y=Wrong; N=Right,876,https://voteview.com/rollcall/RH0960876,,2,"Jobless workers trying to feed their families with food stamps became another target of the callous congressional drive to balance the federal budget and cut spending. At a time when the recession was taking jobs from millions of Americans permanently and temporarily, House conservatives tried to force jobless workers to pay back the value of food stamps they received to help them get by. An amendment by Rep. James Jeffords (R-Vt.) would have required ""payback"" if a worker earned more than 175 percent of the poverty-level income - or about $13,000 for a family of four. Thus, a lower middle-income worker who had been temporarily laid off would be forced, just at a time of recovery from the shock of unemployment, to reimburse the government the costs of his or her food stamps. By a 241-147 vote on May 8, 1980, this provision was adopted. For - Wrong. Against - Right."
1980,House,96,2,8,H.Con.Res.,307,HCONRES307-96,Balanced Budget I,amendment,1980-04-30,Rejected,70,336,Y,Y=Right; N=Wrong,859,https://voteview.com/rollcall/RH0960859,,2,"In a political panic to balance the federal budget, Congress in 1980 slashed $16 billion in spending for such programs as education, health, transportation, jobs and energy development. An estimated half-million workers would lose their jobs as a direct result of these symbolic cuts. Particularly hard-hit as the current recession deepened, were the very federal jobs programs used in the past to ease the shock of economic downturns. Ironically, no sooner had Congress balanced the budget than higher unemployment and continuing inflation unbalanced it once again. The AFL-CIO had strongly opposed balancing the federal ledger at a time of economic decline, terming it an empty political gesture that would do nothing to address the root causes of inflation - skyrocketing energy costs, exorbitant interest rates and rising food and medical care costs. The AFL-CIO warned that the meat-axing of essential federal programs required by a balanced budget would increase unemployment while deepening the recession. During House consideration of the 1981 budget resolution, which sets spending targets for the upcoming fiscal year, Rep. Richard Ottinger (D-N.Y.) led a labor-backed effort to restore the $16 billion in spending cuts. The Ottinger amendment would have balanced the budget instead through various tax reforms and other revenue-raising devices. His package proposal was rejected by a 70-336 vote on Apr. 30, 1980. For - Right. Against - Wrong."
1980,House,96,2,9,H.Con.Res.,307,HCONRES307-96,Balanced Budget II,amendment,1980-05-01,Rejected,164,246,N,Y=Wrong; N=Right,862,https://voteview.com/rollcall/RH0960862,,2,"The rigid spending ceilings of the balanced budget enabled conservatives to put the House in the untenable position of having to slash funds for one national priority - fighting the recession - in order to increase monies for another - assuring a strong national defense. Conservatives, sensing an opportunity to further mangle labor-backed domestic programs, joined ranks behind Rep. Marjorie Holt (R-Md.) in an effort to cut $5 billion more from domestic spending and transfer those funds to the defense budget. The Holt amendment demanded a 20-percent across-the-board cutback in all federal regulatory agencies such as the Occupational Safety & Health Administration, the Federal Trade Commission and the Environmental Protection Agency. The Holt amendment, a clear-cut conservative assault on the federal government, was rejected by the House on a 164-246 vote on May 1, 1980. For - Wrong. Against - Right."
1980,House,96,2,10,H.Con.Res.,307,HCONRES307-96,Balanced Budget III,budget resolution,1980-05-07,Passed,225,193,N,Y=Wrong; N=Right,869,https://voteview.com/rollcall/RH0960869,,2,"Despite opposition from labor, civil rights, education, environmental, consumer and other public-interest groups, the House passed the first budget resolution by a 225-193 vote on May 7, 1980. The bill cut $16 billion in spending from key domestic programs and could throw over a half-million American workers onto the unemployment lines. For - Wrong. Against - Right."
