year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
2013,House,113,1,1,H.R.,152,HR152-113,Amendment to Provide Additional Support for Superstorm Sandy Recovery,amendment,2013-01-15,Adopted,228,192,Y,Y=Right; N=Wrong,21,https://voteview.com/rollcall/RH1130021,,1,Superstorm Sandy ravaged the East Coast in November 2012. While the Senate passed a relief bill in December. House Speaker John Boehner (R-OH) cancelled a vote on the Senate bill. Finally in late January Boehner brought a disaster relief bill to the floor. Rep. Rodney Frelinghuysen (R-N.J.) offered an amendment that added $33.7 billion to the bill for long-term recovery and mitigation spending to address the storm damage. The amendment was approved.
2013,House,113,1,2,H.R.,152,HR152-113,Supplemental Appropriations for FY2013 for Superstorm Sandy Recovery,passage,2013-01-15,Passed,241,180,Y,Y=Right; N=Wrong,22,https://voteview.com/rollcall/RH1130022,,1,"The Superstorm Sandy relief bill provided more than $50 billion for communities hit by the storm. Most of the funds were to rebuild the homes and businesses destroyed by the storm, including funding for rebuilding and improving the transportation systems or help for flood control and shore strengthening projects to lessen the impact of future storms. The bill passed."
2013,House,113,1,3,H.R.,444,HR444-113,Amendment to Follow the Simpson-Bowles Budget Recommendations,amendment,2013-02-06,Rejected,75,348,N,Y=Wrong; N=Right,35,https://voteview.com/rollcall/RH1130035,,1,"Rep. Kurt Schrader (D-Ore.) introduced an amendment to a budget-related bill (H.R. 444) that directed President Obama to follow the budget recommendations of the-Simpson-Bowles commission. Those recommendations included cuts to Social Security benefits, shifting Medicare costs to beneficiaries, lower tax rates for the wealthy and corporations and increased tax incentives for shipping jobs overseas. The amendment was rejected."
2013,House,113,1,4,H.R.,273,HR273-113,Appropriations Amendment Freezing Federal Employee Pay,passage,2013-02-15,Passed,261,154,N,Y=Wrong; N=Right,43,https://voteview.com/rollcall/RH1130043,"vote_question 'amendment' -> 'passage': the roll call's own question is 'On Passage'. The scorecard's value was inferred from its prose, which the 11 Aug 2026 review measured at ~8% wrong; result 'Adopted' -> 'Passed', which follows the roll call ('Passed') and the collection's convention for a passage",1,"Federal workers' pay was frozen in 2011 and 2012. H.R. 273 extended that pay freeze through 2013. In addition to the pay freeze, federal workers have faced sequester furloughs and other arbitrary cuts. The bill passed."
2013,House,113,1,5,H.R.,803,HR803-113,Motion to Recommit: Workforce Innovation and Opportunity Act,motion to recommit,2013-03-15,Rejected,184,233,Y,Y=Right; N=Wrong,73,https://voteview.com/rollcall/RH1130073,,1,"While the Republican bill would reauthorize the Workforce Investment Act (WIA), it also would consolidate 35 employment and training programs into a single funding stream for state and local use and eliminate some services among many changes to WIA. Rep. George Miller (D-Calif.) offered a motion to recommit the bill with an amendment that would clarify that nothing in the bill would repeal, deny or loosen employment protections, training opportunities or educational benefits for certain seniors, veterans, women or youth. The amendment also would also increase the federal minimum wage to $10.10 within two years of the bill's enactment. The measure was rejected."
2013,House,113,1,6,H.R.,803,HR803-113,Workforce Innovation and Opportunity Act,passage,2013-03-15,Passed,215,202,N,Y=Wrong; N=Right,74,https://voteview.com/rollcall/RH1130074,,2,"While the Republican bill would reauthorize the Workforce Investment Act (WIA), it also would consolidate 35 employment and training programs into a single funding stream for state and local use and eliminate some services. The bill also contained provisions to reduce the amount of labor representation on the Workforce Development Boards. Further, it contained mechanisms requiring that the authorization for WIA job training be reduced by at least 10 percent. The bill passed."
2013,House,113,1,7,H.Con.Res.,25,HCONRES25-113,FY2014 Budget Resolution,budget resolution,2013-03-21,Passed,221,207,N,Y=Wrong; N=Right,87,https://voteview.com/rollcall/RH1130087,,2,"Rep. Paul Ryan (R-Wisc.) authored a budget plan that would have required deep sacrifices by middle class working families, senior citizens and other vulnerable Americans, while providing additional tax cuts to corporations and the rich. The Ryan budget plan would have made large cuts in Medicaid, ended Medicare as we know it by converting it into a voucher program, and would have repealed the Affordable Care Act. It was estimated the plan could give tax cuts as high as an average of $330,000 for households with incomes of more than $1 million a year and for households with incomes more than $200,000, the tax cut would be nearly $34,500. Families with children and incomes under $200,000 would likely have seen their taxes go up by an average of more than $3,000 under the Ryan plan. In addition, it would have required deep cuts to job training, education, food, housing, legal services and advanced technology vehicles manufacturing programs. The budget resolution passed."
2013,House,113,1,8,H.R.,1120,HR1120-113,Preventing Greater Uncertainity in Labor-Management Relations Act,passage,2013-04-12,Passed,219,209,N,Y=Wrong; N=Right,100,https://voteview.com/rollcall/RH1130100,,2,"Congressional Republicans have engaged in a years-long battle to cripple the National Labor Relations Board (NLRB), including blocking NLRB nominations, legislation to de-fund the board, and curtail its work. H.R. 1120 would effectively shut down the NLRB and needlessly place the rights of millions of American workers in jeopardy. The NLRB is the one agency workers whose rights have been violated can turn to for relief. The NLRB remedies unfair labor practices and defends the right of employees to join a union and bargain collectively with their employers. Shutting the NLRB down would leave employees with no place to go to ensure their rights under the law are enforced. The bill passed."
2013,House,113,1,9,H.R.,1406,HR1406-113,Working Families Flexibility Act of 2013,passage,2013-05-08,Passed,223,204,N,Y=Wrong; N=Right,136,https://voteview.com/rollcall/RH1130136,,2,"The wrongly named bill was all about flexibility for employers, not employees. The bill would allow employers to provide workers with compensatory time off in lieu of time and half overtime pay. The 'comp time' could only be used at the employer's discretion and the bill provides no protection for workers who would rather be paid overtime instead of comp time from employer discrimination or for workers whose employers cheat them out of earned comp time. The bill passed."
2013,House,113,1,10,H.R.,45,HR45-113,Repeal of the Patient Protection and Affordable Care Act,passage,2013-05-16,Passed,229,195,N,Y=Wrong; N=Right,153,https://voteview.com/rollcall/RH1130153,,2,"Though the U.S. Supreme Court ruled that the Affordable Care Act (ACA) was constitutional, House Republicans have held dozens of votes repeal the health care reform law. The ACA improves access to affordable health care coverage, provides consumer protections, and reduces the federal deficit. If repealed, 1.2 million young adults would lose their coverage through their parents' health plan; 2.7 million seniors would pay higher prices for prescription drugs; 44 million seniors would be denied free preventive services; and insurance companies would be allowed to resume denying coverage, limiting care and spending premiums on larger CEO salaries and profits. This version of the repeal passed."
