year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1974,House,93,2,1,H.R.,13163,HR13163-93,Consumer Protection Agency,substitute,1974-04-03,Rejected,176,223,N,Y=Wrong; N=Right,630,https://voteview.com/rollcall/RH0930630,,2,"Despite efforts by the Chamber of Commerce, National Association of Manufacturers and other anti-consumer lobbies, the House rejected an amendment by Rep. Clarence Brown (R-Ohio) designed to cripple labor-supported legislation establishing a federal consumer protection agency. The amendment, beaten by a 176-223 margin on Apr. 3 would have limited the agency's powers to seek judicial redress on behalf of consumers who had been injured or defrauded. For - Wrong. Against - Right."
1974,House,93,2,2,H.R.,14013,HR14013-93,Public Service Jobs,amendment,1974-04-10,Adopted,236,168,Y,Y=Right; N=Wrong,645,https://voteview.com/rollcall/RH0930645,,2,"During debate on the 1974 supplemental appropriations bill, Rep. David Obey (D-Wis.) offered a labor-backed amendment providing an additional $150 million for job-creating public service employment programs. Without this additional funding, this federal jobs program would have been cut back at a time when national unemployment exceeded 5 percent and was increasing. The key vote came on Apr. 10 as the House approved the Obey amendment by a 236-168 vote. For - Right. Against - Wrong."
1974,House,93,2,3,H.Res.,929,HRES929-93,Voter Registration,rule,1974-05-08,Rejected,197,204,Y,Y=Right; N=Wrong,681,https://voteview.com/rollcall/RH0930681,,2,"Fearing an increase in low-income and black voter participation, Republicans and southern Democrats combined forces to sidetrack labor-supported legislation making it easier for the public to register through a national postcard voter registration system. The defeat of the bill came when the House by a 197-204 vote on May 8 rejected a parliamentary motion to consider the rule under which the bill would be debated. For - Right. Against - Wrong."
1974,House,93,2,4,H.R.,7824,HR7824-93,Legal Services for the Poor,motion to recommit,1974-05-15,Rejected,183,190,N,Y=Wrong; N=Right,690,https://voteview.com/rollcall/RH0930690,date 1974-05-16 -> 1974-05-15 per Voteview roll 690,2,Congress completed action in 1974 on legislation establishing an independent legal services corporation to provide free legal help to poor people who could not otherwise afford such assistance. Rep. John Erlenborn (R-Ohio) tried to gut the legislation by having a House-Senate compromise recommitted to conference with instructions that would have resulted in severely restricting the legal services available to the poor. The recommittal motion was rejected on May 16 by a 183-190 vote. For Recommittal - Wrong. Against - Right.
1974,House,93,2,5,H.R.,13834,HR13834-93,Energy Crisis,passage,1974-05-21,Rejected,191,207,Y,Y=Right; N=Wrong,694,https://voteview.com/rollcall/RH0930694,,2,"In an effort to combat rising fuel prices and windfall oil industry profits, Rep. Harley Staggers (D.-W.Va.) sponsored emergency energy legislation providing the President with powers to cope with the energy crisis and including price rollbacks on domestically produced crude oil and price ceilings on imported oil. The measure also established an unemployment compensation fund for workers losing their jobs as a result of the energy crisis. However, in a key vote on May 21 the House failed by a 191-207 vote to muster the two-thirds vote necessary to pass this bill under an expedited parliamentary procedure. For - Right. Against - Wrong."
1974,House,93,2,6,H.R.,15155,HR15155-93,Low Cost Public Power,amendment,1974-06-06,Rejected,186,200,N,Y=Wrong; N=Right,730,https://voteview.com/rollcall/RH0930730,tally 186-201 -> 186-200 per Voteview roll 730,2,"For ten years the planned Dickey-Lincoln power plant - designed to supply New England states with low cost electrical power - has failed to get off the drawing boards because of opposition by private utility interests. In 1974, preconstruction planning funds for this project were included in the fiscal 1975 Public Works appropriations bill. During debate on the bill, the House rejected by a 186-201 vote June 6 an effort to strike Dickey-Lincoln funds from the bill. For - Wrong. Against - Right."
1974,House,93,2,7,H.Res.,1110,HRES1110-93,Environment - Land Use Planning,rule,1974-06-11,Rejected,204,211,Y,Y=Right; N=Wrong,739,https://voteview.com/rollcall/RH0930739,,3,"The lack of a coordinated and effective national land use policy and decision-making process has led to serious environmental problems including pollution, rural decline, urban sprawl and resource depletion. Organized labor strongly supported Senate passed legislation providing federal coordination, minimum standards, grants and technical assistance to the states in the formulation of their land use policies. Conservative Republicans and southern Democrats backed by land speculators and real estate interests, raised the spectre of ""big government"" to kill the bill before it reached the House floor. The key vote came June 11 when the House by a 204-211 vote rejected the parliamentary motion to approve the rule under which the bill would be debated. For - Right. Against - Wrong."
1974,House,93,2,8,H.R.,15472,HR15472-93,Food Stamps for Strikers,amendment,1974-06-21,Rejected,147,169,N,Y=Wrong; N=Right,760,https://voteview.com/rollcall/RH0930760,,3,"Striking workers and their families have always been entitled to food stamps as long as they complied with the stringent eligibility requirements under the program. During House action on the Agriculture Appropriations bill, Rep. William Dickinson (R-Ala.) offered an amendment to deny food stamps to strikers and their families. The Dickinson amendment was rejected by the House on June 21 by a 147-169 vote. For - Wrong. Against - Right."
1974,House,93,2,9,H.R.,15580,HR15580-93,Job Safety,amendment,1974-06-27,Adopted,201,194,N,Y=Wrong; N=Right,779,https://voteview.com/rollcall/RH0930779,,3,"In the second session of the 93rd Congress efforts were again made to seriously weaken the Occupational Safety & Health Act. In debate on the Labor-HEW appropriations bill, Rep. Paul Findley (R-Ill.) introduced an amendment to exempt firms employing 25 or fewer employes from coverage under the act. This amendment excluded more than 30 percent of the workers and 90 percent of the job sites presently covered by law. Despite strong labor opposition to this anti-worker amendment, the House on June 27 approved the Findley proposal by a 201-194 recorded teller-vote. For - Wrong. Against - Right."
1974,House,93,2,10,S.,3203,S3203-93,Hospital Bargaining,conference report,1974-07-11,Adopted,205,193,Y,Y=Right; N=Wrong,804,https://voteview.com/rollcall/RH0930804,,3,"Since 1947 when the Taft-Hartley Act excluded non-profit hospital workers from coverage under the National Labor Relations Act, these workers, numbering an estimated 1.3 million in 1973, have been denied the basic trade union rights taken for granted by millions of other workers. In 1974, Congress remedied this situation by passing legislation bringing these workers under NLRA protection. The key vote in the House came on July 11 when by a 205-193 vote the House approved the conference report giving non-profit hospital workers collective bargaining rights. For - Right. Against - Wrong."
