year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1986,House,99,2,1,H.R.,1562,HR1562-99,Textile and Apparel Import Limits,veto override,1986-08-06,Rejected,276,149,Y,Y=Right; N=Wrong,704,https://voteview.com/rollcall/RH0990704,,2,"During the 99th Congress the public outcry over record-level U.S. trade deficits and the loss of American jobs to imports thrust the trade issue onto the political center-stage. Congress responded by passing legislation in 1985 to deal with an economic sector badly battered by the flood of low-wage imports - the textile and apparel industry. Despite 1974 international trade agreements to provide for the orderly growth of textile and apparel imports, these imports mushroomed from 12 percent of the U.S. market in the early 1970s to 43 percent by 1985. The result: 300,000 jobless American textile workers. The textile trade bill would have forced compliance with existing trade agreements for textiles, while also providing relief for the import-stricken shoe and copper industries. President Reagan vetoed the bill late in 1985. An override vote was scheduled for 1986. During the first six months of 1986, the crisis in textiles and apparel worsened. Imports grew to control over 50 percent of the U.S. market and an additional 88,000 workers joined the ranks of the unemployed. On Aug. 6, the House attempted to override the President's veto of the textile bill. The 276-149 tally fell just eight votes short of the necessary two-thirds majority needed to override. For - Right. Against - Wrong."
1986,House,99,2,2,H.R.,4800,HR4800-99,Trade Law Reform - I,amendment,1986-05-21,Rejected,137,276,N,Y=Wrong; N=Right,559,https://voteview.com/rollcall/RH0990559,,2,"Besides record-level budget deficits, the Reagan Administration's ""do nothing"" trade policies bear direct responsibility for record-level U.S. trade deficits - projected to be approaching a staggering $170 billion for 1986. During the first four years of Reagan's presidency, 11.5 million American workers were displaced, many due to the tidal wave of imports. Because of the mounting trade deficit and the export of American dollars, by early spring of 1986 the United States became a debtor nation for the first time in this century. By summer the U.S. had become the world's largest debtor nation. The House considered trade law reform to help deal with economic realities of today's global marketplace. The trade bill was designed to enforce fair trade by imposing sanctions (quotas, tariffs, etc.) on countries which trade unfairly with the U.S. and have excessive trade surpluses. It would provide quicker relief for U.S. industries damaged by foreign industrial targeting - ""dumping"" - and define the exploitation of labor overseas as an unfair trade practice under U.S. trade law. It would authorize remedial action against countries that subsidize the price of natural resources used in manufacturing exports, and force the opening of foreign markets to U.S. telecommunications products. During House floor debate, Rep. Phil Crane (R-Ill.) attempted to cripple the trade bill through an amendment to strike most of its key provisions. The amendment was defeated on May 21 by a vote of 137-276. For - Wrong. Against - Right."
1986,House,99,2,3,H.R.,4800,HR4800-99,Trade Law Reform - II,passage,1986-05-22,Passed,295,115,Y,Y=Right; N=Wrong,567,https://voteview.com/rollcall/RH0990567,,2,"Following the defeat of the Crane amendment, the House - despite the strong opposition of the Reagan Administration - adopted the AFL-CIO-backed omnibus trade bill by a vote of 295-115 on May 22. For - Right. Against - Wrong."
1986,House,99,2,4,H.R.,4428,HR4428-99,Buy American,amendment,1986-08-05,Adopted,241,163,Y,Y=Right; N=Wrong,698,https://voteview.com/rollcall/RH0990698,,2,"With the nation's security at risk if the needs of the military cannot be met domestically, the AFL-CIO supported an amendment to the House defense authorization bill to require the armed forces to buy American-made goods. The ""Buy American"" amendment, sponsored by Rep. James Traficant (D-Ohio), insists that the Pentagon buy U.S. products if the price is not more than 5 percent higher than competing foreign products. The House approved the amendment by a vote of 241-163 on Aug. 5. For - Right. Against - Wrong."
1986,House,99,2,5,H.R.,1524,HR1524-99,Polygraph Protection - I,substitute,1986-03-12,Rejected,173,241,N,Y=Wrong; N=Right,479,https://voteview.com/rollcall/RH0990479,,2,"Many employers think management has a right to pry into the personal lives of their employees through the indiscriminate use of the lie detector. Although proven unreliable, polygraph tests have been used to interrogate individuals about their union sympathies, political beliefs, lifestyles, financial status and other private matters. A 1983 study by the Congressional Office of Technology Assessment (OTA) estimated that up to 1 million polygraph tests are administered annually. The OTA estimated that 50,000 workers are wrongfully denied employment either because of the polygraph's inaccuracies or because they refuse to submit to the tests. Polygraph abuse was one of the major causes of the ongoing dispute with the Coors Brewing Co. To put an end to this abuse of workers' rights, the AFL-CIO supported bipartisan legislation introduced by Reps. Pat Williams (D-Mont.) and Jack Kemp (R-N.Y.) which would outlaw the use of polygraphs in private-sector workplaces. When the bill came to the House floor, Representatives George Darden (D-Ga.) and C.W. Young (R-Fla.) led efforts to cripple the bill by offering a substitute amendment to allow private employers to use polygraph tests as long as they told employees it was voluntary and followed specific guidelines. Despite a lobbying blitz by big business, the House on Mar. 12 by a vote of 173-241 rejected the substitute amendment. For - Wrong. Against - Right."
1986,House,99,2,6,H.R.,1524,HR1524-99,Polygraph Protection - II,passage,1986-03-12,Passed,236,173,Y,Y=Right; N=Wrong,481,https://voteview.com/rollcall/RH0990481,,2,"Despite the strong opposition of business lobbyists, the House by a 236-173 vote on Mar. 12 approved the Williams-Kemp anti-polygraph bill. For - Right. Against - Wrong."
1986,House,99,2,7,H.R.,281,HR281-99,Construction Industry Contract Protections,passage,1986-04-17,Passed,229,173,Y,Y=Right; N=Wrong,519,https://voteview.com/rollcall/RH0990519,,2,"In 1959, the federal laws governing the rights of workers to join a union and bargain with an employer were amended to recognize the unique nature of work in the construction industry. Congress enacted Section 8(f) of the National Labor Relations Act (NLRA) to allow construction unions to enter into pre-hire agreements with their employers. In return for access to a pool of skilled employees, a construction contractor agrees that work will be performed in accordance with a union contract. In recent years, however, construction industry employers have been engaging in a practice known as ""double-breasting,"" whereby contractors with collective bargaining agreements establish a second, non-union company which is not covered by the contract. The employer then transfers work from its union company to its non-union alter ego, circumventing federal labor law. To stop this deceit the AFL-CIO supported an amendment to the NLRA by Rep. Bill Clay (D-Mo.) to ban double-breasting. On Apr. 17, despite strong opposition from the U.S. Chamber of Commerce, building contractors and other business groups, the House passed the legislation by a 229 to 173 vote. For - Right. Against - Wrong."
1986,House,99,2,8,H.R.,4428,HR4428-99,Protecting Fair Wages for Construction Workers,substitute,1986-08-15,Rejected,167,244,N,Y=Wrong; N=Right,763,https://voteview.com/rollcall/RH0990763,,2,"The 1931 Davis-Bacon Act insures that workers on federally financed construction projects will be paid at wage rates that prevail in their area of the country. For over 50 years this law has assured that contractors who uphold community labor standards have a fair chance to compete for government projects without being underbid by firms using cut-rate labor. It has also protected the government and taxpayers from fly-by-night operators seeking to win federal contracts by paying wages too low to attract competent craftsmen. During debate on a Defense Dept. authorization bill, Rep. William Dickinson (R-Ala.) offered an amendment to exempt 80 percent of military construction contracts from the fair-wage standards of the Davis-Bacon law by raising the $2,000 contract threshold to $250,000. By a 167-244 vote on Aug. 15, the House rejected the Dickinson amendment. For - Wrong. Against - Right."
1986,House,99,2,9,H.R.,5205,HR5205-99,Rescuing a Railroad and Railroad Jobs,amendment,1986-07-30,Rejected,169,248,N,Y=Wrong; N=Right,680,https://voteview.com/rollcall/RH0990680,,3,"In 1970, when Congress established Amtrak to be a government-run national railroad passenger system, it recognized that a balanced transportation system was a critical national need. Today the Amtrak system carries some 40 million passengers throughout 44 states, serving more than 500 communities. However, since 1981 the Reagan Administration has tried to eliminate all Amtrak subsidies. This would have wiped out more than 25,000 railroad jobs and eradicated intercity rail passenger service, with a particularly harsh impact in northeastern states. Such layoffs would have carried a price tag for the taxpayer of up to $2.1 billion in federal severance pay, with an additional $5.2 billion loss in the sale or scrapping of Amtrak equipment. The House has successfully resisted the elimination of Amtrak, but the Administration has succeeded in slashing more than $160 million from its funding. In 1986, the House Public Works Committee again rejected Reagan's attempt to destroy Amtrak and countered with a modest budget cutback of $3 million (far less than the 1985 cut of $13.5 million). During House debate on a transportation appropriations bill, Rep. Hank Brown (R-Colo.) offered an amendment to slash Amtrak funding by another $22.3 million. By a 169-248 vote on July 30, the House rejected the Brown amendment. For - Wrong. Against - Right."
1986,House,99,2,10,H.R.,5205,HR5205-99,PATCO,amendment,1986-07-30,Rejected,193,226,Y,Y=Right; N=Wrong,682,https://voteview.com/rollcall/RH0990682,,3,"Five years ago, the Professional Air Traffic Controllers Organization (PATCO) went on strike to improve its wage standards and protest harsh working conditions which posed a safety hazard to the public. President Reagan responded by firing the 11,000 striking PATCO members and making their re-employment by the Federal Aviation Administration (FAA) nearly impossible. As a result, today's work force is small and inexperienced and unable to meet the ever-increasing demands of managing air travel in the nation's skies. For 1986 alone the FAA hired only 30 new controllers - far behind its goal of 482. After a year of record airline crashes in 1985, the House responded to the growing crisis in air safety by including a provision in the Dept. of Transportation appropriations to allow PATCO members to be rehired. Fearing that the FAA would fail to begin the needed rehirings voluntarily, Rep. Guy Molinari (R-N.Y.) offered a labor-backed amendment which directed the FAA to rehire 1,000 of the PATCO strikers in 1986-87. On July 30, this amendment to improve air travel safety was defeated by a vote of 193-226. For - Right. Against - Wrong."
