year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1972,House,92,2,1,H.Res.,796,HRES796-92,Compulsory Arbitration,rule,1972-02-09,Adopted,203,170,N,Y=Wrong; N=Right,345,https://voteview.com/rollcall/RH0920345,,2,"Ignoring the fact that the West Coast Longshoreman's Union (ILWU) and management had reached agreement in their seven-month long contract dispute, the House bowed to strong White House pressure and passed legislation providing for a ban on further strike activities and compulsory arbitration of all unresolved contract differences. The AFL-CIO strongly opposed this legislation as an unwarranted intrusion into the collective bargaining process. The key vote on this proposal was on a motion to adopt a procedural rule which would allow for a vote on the compulsory arbitration bill. Despite labor's opposition the rule was adopted by a 203-170 roll call vote on Feb. 9. For - wrong. Against - right."
1972,House,92,2,2,H.R.,11896,HR11896-92,Pollution Control,amendment,1972-03-29,Adopted,274,118,Y,Y=Right; N=Wrong,380,https://voteview.com/rollcall/RH0920380,tally 275-117 -> 274-118 per Voteview roll 380,2,"In the second session of the 92nd Congress, the House acted to curb a pernicious employer practice known as ""environmental blackmail"" by which workers or their union are threatened by an employer with massive job layoffs unless they align with the company in publicly opposing the issuance of a pollution abatement order. This type of coercion has enabled many large scale polluters to forestall compliance with federal clean water standards. During debate on amendments to the 1970 Federal Water Pollution Control Act, the House passed an amendment introduced by Rep. William Ford (D-Mich.), which would allow workers or their union to obtain from the Environmental Protection Agency a public investigation to substantiate these job-loss claims by employers. The measure was approved by a 275-117 recorded teller vote on Mar. 29. For - right. Against - wrong."
1972,House,92,2,3,H.R.,16071,HR16071-92,Worker Protection,amendment,1972-08-16,Rejected,161,201,N,Y=Wrong; N=Right,554,https://voteview.com/rollcall/RH0920554,,2,"During House consideration of legislation authorizing funds for the Public Works & Economic Development Act, an effort was made to delete from the bill a worker protection provision guaranteeing unemployment compensation benefits to workers losing their jobs as a result of the issuance of pollution control orders. The provision also included rent or mortgage assistance for those displaced workers facing eviction. The key vote came on a motion introduced by Rep. Gene Snyder (R-Ky.) to strike from the bill the worker protection language which the House rejected by a 161-201 recorder teller vote on Aug. 16. For - wrong. Against - right."
1972,House,92,2,4,H.R.,7130,HR7130-92,Minimum Wage (1),substitute,1972-05-11,Adopted,217,191,N,Y=Wrong; N=Right,418,https://voteview.com/rollcall/RH0920418,,2,"During House debate on pending minimum wage legislation, southern Democrats joined with conservative Republicans to defeat a labor supported $2 minimum wage bill with expanded coverage for an additional 8.4 million workers, by instead substituting a $1.80 package with no expanded coverage and containing a sub-minimum youth wage. Despite strong labor opposition to this Administration-backed substitute bill, introduced by Rep. John Erlenborn (R-Ill.), the House adopted the measure by a 217-191 recorded teller vote on May 11. For - wrong. Against - right."
1972,House,92,2,5,H.R.,7130,HR7130-92,Minimum Wage (2),motion,1972-08-01,Rejected,190,198,Y,Y=Right; N=Wrong,521,https://voteview.com/rollcall/RH0920521,,2,"Although the House action was reversed in the Senate by the passage of a labor-supported minimum wage bill, House Republicans and southern Democrats were able to sidetrack the legislation through a parliamentary maneuver. On Aug. 1 this coalition succeeding in rejecting, by a 190-198 roll call vote, a motion to go to a House-Senate conference on the legislation where these differences could be resolved. For - right. Against - wrong."
1972,House,92,2,6,H.R.,15417,HR15417-92,Job Safety,amendment,1972-06-15,Adopted,213,154,N,Y=Wrong; N=Right,458,https://voteview.com/rollcall/RH0920458,,2,"In the second session of the 92nd Congress efforts were made to seriously weaken the less than two-year-old Occupational Safety & Health Act. In debate on a Labor-HEW Appropriations bill, Rep. Paul Findley (R-Ill.) introduced an amendment to exempt firms employing 25 or fewer employes from coverage under the act. This amendment, strongly opposed by organized labor, would have excluded more than 25 per cent of the workers and 86 per cent of the job sites presently covered by the law. Particularly hard hit would have been construction and farm workers. Although the House on June 15 approved the Findley amendment by a 213-154 recorded teller-vote, the final conference report on the bill weakened the effect of this amendment. For - wrong. Against - right."
1972,House,92,2,7,H.R.,15417,HR15417-92,Federal School Funds,amendment,1972-06-15,Adopted,212,163,Y,Y=Right; N=Wrong,459,https://voteview.com/rollcall/RH0920459,,3,"Administration budget cuts in aid to education have played a major role in the current financial crisis facing the nation's schools. In an effort to alleviate this situation Rep. William Hathaway (D-Me.), during House action on the education appropriations bill, introduced an amendment to increase federal funding of school programs by adding more than $363 million to the $636 million in education funds already appropriated in the pending bill. Despite threats of a presidential veto, the Hathaway amendment, supported by organized labor and education groups, was approved, 212-163, on June 15. For - right. Against - wrong."
1972,House,92,2,8,H.R.,15587,HR15587-92,Unemployment Compensation Extension,passage,1972-06-28,Passed,275,108,Y,Y=Right; N=Wrong,486,https://voteview.com/rollcall/RH0920486,tally 273-110 -> 275-108 per Voteview roll 486,3,"In late June, Congress approved a 6-month extension of unemployment compensation benefits for an estimated 400,000 workers who had exhausted basic and extended unemployment compensation. This temporary program, starting June 30, provides aid to workers who are the victims of long-term unemployment in states with the highest jobless rates. The emergency extension was approved by the House on June 28, 1972, by a 273-110 vote. For - right. Against - wrong."
1972,House,92,2,9,H.R.,15690,HR15690-92,Food For Strikers,amendment,1972-06-29,Rejected,180,199,N,Y=Wrong; N=Right,488,https://voteview.com/rollcall/RH0920488,,3,"Striking workers and their families have always been entitled to food stamps as long as they complied with the stringent eligibility requirements under the program. During House action on an Agricultural appropriations bill, Rep. Robert H. Michel (R-Ill.) attempted to deny food stamps to strikers and their families. The Michel amendment was, however, defeated on June 29, by a 180-199 vote. For - wrong. Against - right."
1972,House,92,2,10,H.Res.,986,HRES986-92,Revenue Sharing,previous question,1972-06-21,Agreed to,223,185,N,Y=Wrong; N=Right,465,https://voteview.com/rollcall/RH0920465,"Voteview roll 465 gives bill_number HRE996 while its own dtl_desc reads H. RES. 986; H. Rept. 92-1089 accompanies H. Res. 986 for H.R. 14370, so HRES986 is stored",3,"During House deliberations on a pending revenue sharing bill, the AFL-CIO sought the inclusion of a number of amendments designed not only to insure state spending of federal revenues in those programs of highest national priority, but also guarantee the maintenance of certain national labor protective standards as well as to encourage the states to adopt more progressive income tax systems. Since the bill was to be debated under a closed rule, which prohibited the consideration of any amendments to the bill, the key vote came on a procedural motion to defeat the closed rule and thus open the bill to amendments. The House, however, voted on June 21 by a roll call vote of 223-185 to sustain the closed rule. For - wrong. Against - right."
