year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
2010,House,111,2,1,H.R.,2847,HR2847-111,Hiring Incentives to the Restore Employment Act,passage,2010-03-04,Passed,217,201,Y,Y=Right; N=Wrong,1076,https://voteview.com/rollcall/RH1111076,,1,"The bill would provide employers with incentives to hire and retain new employees, extend enhanced small business expensing, and provide state and local governments with the ability to issue special purpose tax credit bonds for school construction, energy conservation and renewable energy. It also would extend the Surface Transportation Act until Dec. 31, 2010."
2010,House,111,2,2,H.R.,3590,HR3590-111,Patient Protection and Affordable Care Act,passage,2010-03-21,Passed,219,212,Y,Y=Right; N=Wrong,1150,https://voteview.com/rollcall/RH1111150,,1,"The Patient Protection and Affordable Care Act expands coverage to more than 30 million Americans, puts new rules on insurance companies, benefits seniors with improved and strengthened Medicare and provides subsidies to help middle- and low-income families and small businesses to purchase coverage through market exchanges. It also imposed a new tax on working families' benefits. The House took up this Senate-passed bill along with a corrections bill, H.R. 4872, which amends the most egregious provisions in the Senate-passed bill."
2010,House,111,2,3,H.R.,4872,HR4872-111,Health Care and Education Reconciliation Act of 2010,passage,2010-03-21,Passed,220,211,Y,Y=Right; N=Wrong,1152,https://voteview.com/rollcall/RH1111152,,1,"The Health Care and Education Reconciliation Act of 2010 makes substantial improvements to the Senate-passed health reform bill. It closes the Medicare prescription drug ""donut hole,"" improves the affordability provisions for low and moderate-income families, increases federal support to help states expand their Medicaid programs to cover the most needy and makes fairer the penalty on employers who fail to offer coverage to their workers. It also eliminates 85 percent of the excise tax on premiums and instead makes the Medicare payroll tax fairer to working families by applying it to unearned income."
2010,House,111,2,4,H.R.,4849,HR4849-111,Small Business and Infrastructure Jobs Tax Act of 2010,passage,2010-03-24,Passed,246,178,Y,Y=Right; N=Wrong,1167,https://voteview.com/rollcall/RH1111167,,1,"The legislation would provide an estimated $13.2 billion for bond programs used largely by state and local governments for infrastructure development. Among the bond provisions is an extension through June 2013 of the Build America Bonds program, which provides financial support to state and local governments through federal tax exemptions for interest on municipal bonds."
2010,House,111,2,5,H.R.,5136,HR5136-111,Amendment to Establish Government Contractor Accountability Standards,amendment,2010-05-27,Adopted,253,172,Y,Y=Right; N=Wrong,1303,https://voteview.com/rollcall/RH1111303,,1,"The outsourcing of government services to private contractors has grown tremendously over the past decade, many times at no cost savings to the government or benefits to the public. Rep. John Sarbanes (D-Md.) offered an amendment to the FY 2011 Defense Authorization bill that establishes ""good government"" standards and other requirements that must be met before services are outsourced. It would require agencies to inventory their current service contracts to determine if they meet those standards."
2010,House,111,2,6,H.R.,4213,HR4213-111,Unemployment Compensation Extension Act of 2010,passage,2010-05-28,Passed,215,204,Y,Y=Right; N=Wrong,1309,https://voteview.com/rollcall/RH1111309,"vote_question amendment -> passage: Voteview roll 1309 of the 111th is 'On concurring in Senate amdt with amdt (except portion comprising section 523)' on H.R. 4213, a motion to concur and so the bill's disposition, which clerk.house.gov roll 324 of 2010 records as 'Passed'. The House divided the question that day, roll 1310 taking the section 523 portion - and the same card already stores the second portion of another divided question as `passage` at record 9. The record's own text describes the whole jobs bill, not an amendment",2,"The jobs bill makes significant investments in American jobs and cuts taxes to help the nation continue along the path of economic recovery and job growth. It includes provisions that will promote American job creation, provide relief for working families, prevent the outsourcing of American jobs, close tax loopholes and ensure corporate accountability. The bill originally passed the House in December 2009 and a motion to accept a Senate amendment to the bill was agreed to."
2010,House,111,2,7,H.R.,4173,HR4173-111,Conference Report: Dodd-Frank Wall Street Reform and Consumer Protection Act,conference report,2010-06-30,Adopted,237,192,Y,Y=Right; N=Wrong,1398,https://voteview.com/rollcall/RH1111398,,2,"The Senate and House both passed legislation to rein in Wall Street's and Big Banks' dangerous practices and products that crashed the economy. The conference report that melded the two bills creates a new federal agency to oversee consumer financial products, brings the derivatives market under significant federal regulation for the first time and gives company shareholders and regulators greater say on executive pay packages."
2010,House,111,2,8,H.R.,5618,HR5618-111,Restoration of Emergency Unemployment Compensation Act of 2010,passage,2010-07-01,Passed,270,153,Y,Y=Right; N=Wrong,1408,https://voteview.com/rollcall/RH1111408,,2,"Unable to win passage of the bill on the suspension calendar, H.R. 5618 was considered under regular order."
2010,House,111,2,9,H.R.,4899,HR4899-111,"Supplemental Appropriations Act, 2010",passage,2010-07-01,Passed,239,182,Y,Y=Right; N=Wrong,1413,https://voteview.com/rollcall/RH1111413,,2,"School districts facing huge budget shortfalls were projected to layoff hundreds of thousands of teachers. Senate Republicans blocked efforts to include the teacher job funding in other bills. But Democratic House leaders included $10 billion for education jobs as a part of an emergency supplemental appropriations bill. The bill also included language to improve collective bargaining rights for first responders. The Public Safety Employer-Employee Cooperation Act would ensure that every state allows discussions between first responders and the agencies that employ them, and promote productive partnerships between labor and management."
2010,House,111,2,10,H.R.,847,HR847-111,James Zadroga 9/11 Health and Compensation Act,passage,2010-07-29,Rejected,255,159,Y,Y=Right; N=Wrong,1474,https://voteview.com/rollcall/RH1111474,,2,"The James Zadroga 9/11 Health and Compensation Act would provide mandatory funding for medical monitoring, treatment and compensation to emergency responders, recovery and clean-up workers suffering serious diseases as a result of hazardous exposures resulting from the Sept. 11 terrorist attacks. The bill also would reopen the Sept. 11 Victim Compensation Fund (VCF) to provide compensation for economic losses and harm for those who are sick. The bill failed to pass July 29, under suspension of the rules that requires a two-thirds majority."
2010,House,111,2,11,H.R.,1586,HR1586-111,FAA Air Transportation Modernization and Safety Improvement Act,passage,2010-08-10,Passed,247,161,Y,Y=Right; N=Wrong,1501,https://voteview.com/rollcall/RH1111501,,3,The bill would provide $16.1 billion in Federal Medical Assistance Percentages (FMAP) funding for state Medicaid programs and $10 billion to states for teacher funding to preserve jobs. The funds would help states avert massive layoffs because of budget shortfalls.
2010,House,111,2,12,H.R.,2378,HR2378-111,Currency Reform for Fair Trade Act,passage,2010-09-29,Passed,348,79,Y,Y=Right; N=Wrong,1537,https://voteview.com/rollcall/RH1111537,,3,"The bill would permit the Commerce Department to impose countervailing duties on imported goods if it finds that a foreign government has undervalued its currency. For example, the Chinese government keeps its currency low, which artificially reduces the prices of its exports, creates a huge trade deficit for the United States and costs millions of American jobs."
2010,House,111,2,13,H.R.,6495,HR6495-111,Mine Safety Protection Act of 2010,passage,2010-12-08,Rejected,214,193,Y,Y=Right; N=Wrong,1599,https://voteview.com/rollcall/RH1111599,,3,"Recent mine disasters—including the Massey Energy Upper Big Branch (W.Va.) explosion that killed 29 coal miners—highlight the need for stronger mine safety laws and tougher enforcement. The Robert C. Byrd Mine Safety Act would provide additional authorities to the Mine Safety and Health Administration (MSHA), including the power to subpoena documents and testimony in carrying out investigations and inspections. It would increase civil and criminal penalties for mining companies that violate safety and health regulations and create a system by which mines could be identified as having a history of citations for substantial violations. The bill would provide for independent investigations for certain mine accidents and increase whistleblower protections for mine workers. A motion to suspend the rules—which requires a two-thirds majority—and pass the bill failed."
2010,House,111,2,14,H.R.,5281,HR5281-111,Removal Clarification Act of 2010,passage,2010-12-08,Passed,216,198,Y,Y=Right; N=Wrong,1608,https://voteview.com/rollcall/RH1111608,,3,"The DREAM Act would allow children of undocumented immigrants who have lived in the United States for at least five years and graduated from high school or received a graduate equivalency diploma (GED) a path to citizenship under a strict set of circumstances and requirements, including that students must either serve in the military for two years or attend college for two years. It also requires ""good moral character."" A motion to accept certain Senate amendments to the bill was approved."
