year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1979,House,96,1,1,H.R.,3875,HR3875-96,Davis-Bacon I,amendment,1979-06-06,Rejected,155,244,N,Y=Wrong; N=Right,171,https://voteview.com/rollcall/RH0960171,,2,"After thwarting labor law reform, situs picketing and other key labor legislation in the last Congress, big business tried to take the offensive in 1979. The first target: elimination of the wage protections of the Davis-Bacon Act, which requires payment of prevailing wages for work on federally-financed construction. Davis-Bacon discourages cut-throat contract bidding based on paying low wages. The first attempt was an amendment by Rep. George Hansen (R-Ida.) to a federal housing bill. He proposed to knock out Davis-Bacon protections on Indian housing and residential housing rehabilitation projects carried out by neighborhood non-profit groups. Passage of the amendment would have set in motion a program-by-program attack on Davis-Bacon in Congress. The House overwhelmingly defeated the amendment, 155-244, on June 6. The AFL-CIO urged grass roots activities on this vote. For - Wrong. Against - Right."
1979,House,96,1,2,H.R.,3951,HR3951-96,Davis-Bacon II,amendment,1979-07-16,Rejected,127,260,N,Y=Wrong; N=Right,305,https://voteview.com/rollcall/RH0960305,,2,"A second Davis-Bacon assault occurred during House debate on legislation to finance the Washington, D. C., subway system. Rep. John Ashbrook (R-Ohio) offered an amendment to deny Davis-Bacon coverage for subway construction workers. By a 127-260 margin, the House on July 16 rejected the amendment. The overwhelming defeat of this amendment resulted in no further record votes on proposals to cripple Davis-Bacon. The AFL-CIO urged grass roots activities on this vote. For - Wrong. Against - Right."
1979,House,96,1,3,H.R.,4389,HR4389-96,Job Safety,amendment,1979-06-27,Rejected,177,240,N,Y=Wrong; N=Right,269,https://voteview.com/rollcall/RH0960269,,2,"The attack on working people continued in 1979 as conservatives tried to cripple the Occupational Safety & Health Administration, the agency charged with protecting the lives and health of American workers on the job. Rep. Steven Symms (R-Ida.) once again led the ""destroy OSHA"" campaign. During debate on a Labor Dept. funding bill, Symms tried to slash $10.3 million in funds for OSHA job site inspection and other enforcement activities. The House rejected the Symms amendment, 177-240, on June 27. For - Wrong. Against - Right."
1979,House,96,1,4,H.R.,111,HR111-96,Collective Bargaining Rights,passage,1979-06-21,Passed,224,202,Y,Y=Right; N=Wrong,251,https://voteview.com/rollcall/RH0960251,,2,"Legislation implementing last year's Panama Canal treaties included key worker protection provisions for Canal Zone workers. The bill brought these employees under Title VII of the 1978 Civil Service Reform Act, which provides for collective bargaining on all issues except wages, which are set separately by law. Without the implementing legislation, these workers would have been denied statutory collective bargaining and union rights protections. A conservative-led effort to defeat the implementing legislation was rejected as the House approved the bill, 224-202, on June 21. For - Right. Against - Wrong."
1979,House,96,1,5,H.R.,79,HR79-96,Union Publications,amendment,1979-09-07,Rejected,125,242,N,Y=Wrong; N=Right,410,https://voteview.com/rollcall/RH0960410,date 1979-09-09 -> 1979-09-07 per Voteview roll 410,2,"Postal rates for the publications of non-profit groups such as unions have increased over 1,200 percent during the last eight years. By 1987, rates will increase another 1,400 percent. These skyrocketing costs have already caused nearly 100 union papers to go out of business. As a result, unions are restricted in their ability to communicate with their members. To help offset the postal price hikes, Congress established a public service subsidy for the postal service. Many more union, church and other non-profit groups would cease publication without this subsidy. During debate on postal service legislation, Rep. James Courter (R-N.J.) tried to cut the subsidy by $1.6 billion over the next five years. The House rejected this effort, 125-242, on Sept. 9. For - Wrong. Against - Right."
1979,House,96,1,6,H.R.,3236,HR3236-96,Assisting Disabled Workers,passage,1979-09-06,Passed,235,162,N,Y=Wrong; N=Right,407,https://voteview.com/rollcall/RH0960407,,2,"The federal social security system provides benefits to permanently disabled workers unable to be re-employed. Earlier this year, the Carter Administration proposed sharp cutbacks in disability insurance benefits at a time when participation rates were at a 20-year low and the disability fund was running a surplus. The House Ways & Means Committee later reported a bill lowering benefits for future disabled workers by an average of 15 percent and sharply restricting the right of disabled young workers to exclude low-earnings years in computing benefits. The AFL-CIO opposed these cutbacks, but the House approved the disability benefit reductions, 235-162, on Sept. 6. The AFL-CIO urged grass roots activities on this vote. For - Wrong. Against - Right."
1979,House,96,1,7,H.R.,4034,HR4034-96,Export of Jobs,amendment,1979-09-18,Rejected,185,218,Y,Y=Right; N=Wrong,436,https://voteview.com/rollcall/RH0960436,tally 186-218 -> 185-218 per Voteview roll 436,3,"Unregulated exports of U.S. commodities have cost the nation hundreds of thousands of job opportunities while driving up the cost of goods in short supply. Over 400,000 jobs in the shoe and leather finishing industry are threatened by the scarcity and rising price of domestic cattle hides as export demand has caused the price of this unfinished product to nearly double since 1977. Other major leather-producing countries have already clamped on export controls. During House debate on a federal export policy bill, Rep. James Shannon (D-Mass.) offered a proposal to establish export controls on cattle hides if certain shortage conditions existed. Ignoring employment and cost impact, the House rejected the Shannon amendment, 186-218, on Sept. 18. The AFL-CIO urged grass roots activities on this vote. For - Right. Against - Wrong."
1979,House,96,1,8,H.R.,5359,HR5359-96,Jobs for the Unemployed,amendment,1979-09-28,Rejected,174,187,Y,Y=Right; N=Wrong,473,https://voteview.com/rollcall/RH0960473,,3,"During House debate on a Defense Dept. appropriations bill, Rep. Joseph Addabbo (D-N.Y.) tried to assist areas experiencing economic distress and high unemployment by setting aside a limited amount of funding for military supply contracts for these areas. His amendment was backed by the AFL-CIO as a means of targeting federal spending to areas most in need. Although the jobless rate is increasing, the House rejected the Addabbo amendment, 174-187, on Sept. 28. For - Right. Against - Wrong."
1979,House,96,1,9,H.R.,3919,HR3919-96,Energy I - Oil Industry Profits,substitute,1979-06-28,Adopted,236,183,N,Y=Wrong; N=Right,279,https://voteview.com/rollcall/RH0960279,,3,"Throughout 1979, the oil lobby repeatedly won key legislative battles in the Congress. Early in the year, President Carter decontrolled the price of domestically produced crude oil, an action that the Treasury Dept. acknowledges will cost American consumers $1.1 trillion over the next 10 years. This will have a catastrophic inflationary effect on the economy and the pocketbooks of American workers. To recover billions of dollars in excess oil company profits for development of alternative energy sources, Carter proposed a windfall profits tax. The AFL-CIO found the proposal inadequate and, facing a Congress unwilling to reinstate price controls, urged a tougher windfall tax. The House Ways & Means Committee reported a bill that was stronger than the Administration's proposal and set the tax rate at 70 percent. But when the bill came to the floor, the oil lobby succeeded in substantially weakening the committee bill. An amendment by Rep. James Jones (D-Okla.), approved, 236-183, on June 28, cut the tax rate from 70 to 60 percent and shaved billions of dollars in taxes off specific categories of oil. The Jones amendment will have the effect of giving the oil industry at least another $10 billion in windfall profits during the next decade. For - Wrong. Against - Right."
1979,House,96,1,10,H.R.,3919,HR3919-96,Energy II - Oil Industry Profits,amendment,1979-06-28,Rejected,172,241,Y,Y=Right; N=Wrong,280,https://voteview.com/rollcall/RH0960280,,3,"In an attempt to strengthen the windfall tax bill, Rep. James Shannon (D-Mass.) and Rep. Richard Gephardt (D-Mo.) tried to extend the duration of the tax on old oil (produced before 1973) for an additional 13 months. Their amendment would have kept some $4 billion from going back into the coffers of the oil industry during the next 10 years. Once again, big oil won the day as the House rejected the amendment, 172-241, on June 28. For - Right. Against - Wrong."
