year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1975,House,94,1,1,H.R.,4481,HR4481-94,Emergency Jobs Veto,veto override,1975-06-04,Rejected,277,145,Y,Y=Right; N=Wrong,188,https://voteview.com/rollcall/RH0940188,,2,With the recession deepening and national unemployment at 9.2 percent - the highest since 1941 - President Ford in late May vetoed labor-backed emergency employment legislation appropriating $5.3 billion to create over 1 million jobs for the unemployed. The AFL-CIO General Board had recommended enactment of such legislation to stimulate economic recovery and relieve high unemployment. The House effort to override this veto on June 4 was blocked by a coalition of conservative Democrats and Republicans and the 277-145 override vote fell 5 votes short of the necessary two-thirds margin. For - Right. Against - Wrong.
1975,House,94,1,2,H.R.,4485,HR4485-94,Emergency Housing Veto,veto override,1975-06-25,Rejected,268,157,Y,Y=Right; N=Wrong,259,https://voteview.com/rollcall/RH0940259,date 1975-06-04 -> 1975-06-25 per Voteview roll 259: the card repeats record 1's date for the housing veto override; 268-157 occurs once in the whole 94th House,2,"Legislation to stimulate the depressed housing industry - another program strongly backed by the AFL-CIO General Board - similarly fell victim to another Ford veto. The vetoed bill, by providing some $1.35 billion in housing subsidy assistance for both new construction and rehabilitation of more than 500,000 housing units over the next year, would have created an estimated 800,000 jobs in construction and related industries. The legislation also included a program of low-interest mortgage assistance loans to help jobless workers meet these payments. Once again the House effort to overcome Ford's veto was blocked by the conservative coalition as the 268-157 override vote on June 4 fell 16 votes short of the two-thirds margin needed. For - Right. Against - Wrong."
1975,House,94,1,3,H.R.,5247,HR5247-94,Public Works Jobs,passage,1975-05-20,Passed,312,86,Y,Y=Right; N=Wrong,163,https://voteview.com/rollcall/RH0940163,,2,"Amid threats of still another presidential veto, the House on May 20 passed 312-86 a public works authorization bill allocating $5 billion in federal aid to states and local communities for public works construction programs. Needed public works programs are high on the AFL-CIO agenda because they create useful jobs. First priority for spending under the legislation was given to those areas where unemployment exceeded the national rate. For - Right. Against - Wrong."
1975,House,94,1,4,H.Con.Res.,466,HCONRES466-94,The Federal Budget,amendment,1975-11-12,Adopted,213,203,Y,Y=Right; N=Wrong,513,https://voteview.com/rollcall/RH0940513,,2,"During debate on the second budget resolution setting fiscal 1976 spending and revenue levels, the House on Nov. 12 approved 213-203 a labor-backed amendment offered by Rep. O'Neill increasing spending for programs including jobs and education. The amendment bumped funding by some $8.5 billion in budget authority and $1.1 billion in outlays over the Budget Committee recommendations. Of the total budget authority in the ""package"" amendment, 16 percent was for jobs and education. For - Right. Against - Wrong."
1975,House,94,1,5,H.R.,8672,HR8672-94,Railroad Jobs,passage,1975-10-23,Passed,261,129,Y,Y=Right; N=Wrong,475,https://voteview.com/rollcall/RH0940475,,2,"Amid continuing threats of a presidential veto, the House on Oct. 23 approved 261-129 labor-endorsed railroad legislation. The bill authorized $240 million for the employment of jobless railroad workers and others in the rehabilitation and repair of dilapidated railroad track and roadbeds. For - Right. Against - Wrong."
1975,House,94,1,6,H.R.,5900,HR5900-94,Situs Picketing Rights (1),passage,1975-07-25,Passed,230,177,Y,Y=Right; N=Wrong,326,https://voteview.com/rollcall/RH0940326,tally 230-178 -> 230-177 per Voteview roll 326,2,"The House on July 25 passed 230-178, legislation giving construction workers situs picketing rights. Sought by organized labor since 1951 when a Supreme Court decision had interpreted such action to be an illegal secondary boycott, the bill gave building tradesmen the same rights that industrial workers have to picket a job site in order to publicize a dispute with their employers. For - Right. Against - Wrong."
1975,House,94,1,7,H.R.,5900,HR5900-94,Situs Picketing Rights (2),conference report,1975-12-11,Adopted,229,189,Y,Y=Right; N=Wrong,570,https://voteview.com/rollcall/RH0940570,,2,"Overcoming continuous opposition by anti-labor interests, the House on Dec. 11 approved 229-189 the conference report on the situs picketing bill. The conference-reported bill included earlier House-passed legislation sought by President Ford to promote stability in construction industry collective bargaining. Later, however, President Ford, reneging on earlier promises to sign the legislation and ignoring the past support of situs picketing by every President since Truman, buckled to right-wing and big business pressures and vetoed the labor bill. For - Right. Against - Wrong."
1975,House,94,1,8,H.R.,10647,HR10647-94,Food Stamp Cutback,amendment,1975-11-13,Rejected,159,230,N,Y=Wrong; N=Right,519,https://voteview.com/rollcall/RH0940519,,3,"During House debate on a supplemental appropriations bill, Rep. Findley (R-Ill.) attempted to severely cripple the food stamp program. Findley's amendment would have effectively prohibited benefits to many needy people including the working poor, the elderly and the families of both unemployed and striking workers. The House, on November 13, rejected this crippling amendment 159-230. For - Wrong. Against - Right."
1975,House,94,1,9,H.R.,8069,HR8069-94,Job Safety,amendment,1975-06-25,Rejected,186,231,N,Y=Wrong; N=Right,260,https://voteview.com/rollcall/RH0940260,,3,"During debate on the Labor-HEW Appropriations bill, Rep. Findley (R-Ill.) renewed his yearly efforts to cripple the Occupational Safety & Health Act. His amendment would have prohibited the Occupational Safety & Health Administration from penalizing first violations of job safety regulations on any work site with fewer than 26 workers. His proviso would have effectively denied job safety protection to more than 30 percent of the workers and 90 percent of the work sites presently covered by the law. The proposal was strongly opposed by the AFL-CIO, and the House on June 25 rejected it 186-231. For - Wrong. Against - Right."
1975,House,94,1,10,H.R.,10612,HR10612-94,Tax Reform - Real Estate Loophole,amendment,1975-12-04,Rejected,192,226,Y,Y=Right; N=Wrong,546,https://voteview.com/rollcall/RH0940546,,3,"In action on the first major tax reform bill since 1969, the House rejected a labor-backed reform amendment further closing an important real estate tax loophole. Introduced by Rep. Mikva (D-Ill.), the proposal would have prevented real estate investors from offsetting actual profits from one property with artificial ""paper losses"" from another. The House rejected the amendment 192-226 on Dec. 4. For - Right. Against - Wrong."
