year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1992,House,102,2,1,H.R.,5260,HR5260-102,Extended Unemployment Benefits,passage,1992-06-09,Passed,261,150,Y,Y=Right; N=Wrong,601,https://voteview.com/rollcall/RH1020601,,3,"In early 1992, partial and total unemployment included about 17.7 million people - a true unemployment rate of 11.5 percent, as opposed to the official 7.3 percent reported at the time. At least 1.8 million of those workers were jobless for 27 weeks or more and indications showed that total was on its way up for the rest of the year. The AFL-CIO backed legislation to extend the emergency unemployment benefits program passed in 1991, which was set to expire in July 1992. H.R. 5260 extended those benefits through the end of 1992. It also called for a permanent extended benefits program beginning in FY 1993 and was designed to expand the number of workers who qualify for the regular 26 weeks of unemployment benefits. The bill reformed the existing Federal Extended Benefits program by establishing the total state unemployment rate (TUR) as an alternative ""trigger."" With the existing trigger mechanism, the extended benefits were only triggered in a few states during the recession. This required the Congress to enact the emergency extended benefits program. Backed by the AFL-CIO, H.R. 5260 was approved on a 261-150 vote June 9. It was signed into law. For - Right. Against - Wrong."
1992,House,102,2,2,H.J.Res.,517,HJRES517-102,Rail Lockout,passage,1992-06-25,Passed,248,140,N,Y=Wrong; N=Right,654,https://voteview.com/rollcall/RH1020654,,3,"More than 250,000 railroad employees were locked out of their jobs June 24 when railroad management shut down the nation's railway freight lines. In the days leading up to the lockout, management, and their allies in the White House and Congress, attempted to paint the dispute as a pending nationwide ""strike"" by workers which would not only inconvenience the public but also have a major impact on the nation's economic recovery. The workers in the dispute had not received salary increases for four years. Management offered contract terms which included a cut in real wages and the elimination of seniority and job security for many of the workers. When the deadline arrived only one strike was called, by one union, at one rail carrier. But 39 of the nation's freight railways, under the umbrella of the Association of American Railroads, locked out all of their employees. The vast majority of the 250,000 workers locked out around the country were members of rail unions which were not on strike. Under the Railway Labor Act (RLA), which governs labor/management relations in the rail industry, Congress can force workers back to work or to accept the settlement terms recommended by a Presidential Emergency Board. The House voted on a resolution (H.J. Res. 517) June 25, 248-140, ordering rail workers back to work for a ""cooling-off"" period with continued negotiations. The resolution did not impose a settlement but did impose a form of binding arbitration opposed by the AFL-CIO. For - Wrong. Against - Right."
1992,House,102,2,3,H.R.,5100,HR5100-102,Trade/Auto Parts,amendment,1992-07-08,Adopted,260,166,Y,Y=Right; N=Wrong,689,https://voteview.com/rollcall/RH1020689,,4,"The U.S. auto industry is at a crossroads. The recession in the early 1980s cost hundreds of thousands of auto workers their jobs; the current recession is producing similar dangers. While Japan has opened several new plants in the U.S. to manufacture their automobiles, the transplants are not a substitute for traditional domestic vehicles in terms of jobs generated, technological development supported or U.S. manufactured goods purchased. The AFL-CIO supported an amendment offered by Rep. Richard Gephardt (D-MO) to a broad trade bill (H.R. 5100) designed to boost the use of American-made parts by Japanese auto plants in the U.S. The amendment required Japan to live up to an agreement it made with President Bush in January. The core of the agreement reinforced Japan's commitment to use 70 percent American-made parts in vehicles manufactured by Japanese automakers in their U.S. plants. It also set the stage for a continued Voluntary Restraint Agreement (VRA) on Japanese vehicle exports to the U.S. Under the amendment the United States Trade Representative (USTR) would be required to negotiate a comprehensive auto trade pact with Japan which would include an extension of the current VRA. The VRA would continue as long as Japan has a similar agreement with the European Community. The amendment passed the House July 8 by a 260-166 vote. For - Right. Against - Wrong."
1992,House,102,2,4,H.R.,5620,HR5620-102,"Davis-Bacon/""Helpers""",amendment,1992-07-28,Rejected,172,242,N,Y=Wrong; N=Right,741,https://voteview.com/rollcall/RH1020741,"printed tally 172-241; roll call 741 is 172-242, which the member-level file reproduces exactly (172 yea, 242 nay, 20 not voting of 434 members)",4,"When the House took up H.R. 5620, supplemental appropriations for FY 1992, an amendment was offered to eliminate language in the bill which blocked Labor Department implementation of regulation on construction work ""helpers"" and apprenticeship programs. The AFL-CIO strongly opposed the DOL regulations and supported language banning their implementation. The Congress included such a prohibition in an FY 1991 appropriations bill, with the intent of establishing a permanent ban. But the Labor Department put new ""helper"" regulations into effect in January 1992. The Davis-Bacon Act requires prevailing wages for ""laborers and mechanics"" journeymen. The DOL regulations called for a new category of ""helpers"" designed to create a class of workers who, unlike laborers, would work with no formal training and no hope of advancement within the construction industry. Additionally, the result would be to severely reduce the level of employment for laborers, who are in large part minority workers. The Labor Department also proposed a regulation to disrupt the long-standing operation of apprenticeship programs. The regulations would abolish state apprenticeship councils of employer and employee groups which exist in 26 states and the District of Columbia. The implementation of those regulations was also banned in the FY 1991 appropriations bill. An amendment lifting the prohibition on the new regulations was defeated in the House July 28 by a 172-241 vote. For - Wrong. Against - Right."
1992,House,102,2,5,H.R.,2782,HR2782-102,ERISA Preemption,amendment,1992-08-04,Rejected,140,266,N,Y=Wrong; N=Right,775,https://voteview.com/rollcall/RH1020775,,5,"Recent court decisions have misconstrued the Employee Retirement Income Security Act (ERISA) to preempt and void state laws concerning apprenticeship training on public works projects, state laws requiring the payment of prevailing wages on public works projects, and state mechanics' lien laws which enable workers to recover promised wages and benefits for work performed on building and construction projects. That was why the AFL-CIO supported H.R. 2782 which would restore worker protections at the state level by shielding them from unintended preemption. All 50 states have apprenticeship training laws and mechanics' lien laws. Thirty-one states have laws requiring contractors on public works projects to pay their workers the local prevailing wage. These long-standing state laws were not intended to be preempted by ERISA. Indeed, ERISA's preemption provisions were intended to protect benefit plans from multiple government regulation by establishing benefit plan regulation as an exclusive concern of the federal government. State apprenticeship training laws, prevailing wage laws, and mechanics' lien laws do not encroach upon the federal government's purview over benefit plan regulation. On August 4 an amendment to weaken the apprenticeship provisions of H.R. 2782 was defeated 140-266. For - Wrong. Against - Right."
1992,House,102,2,6,H.R.,5318,HR5318-102,Trade - China MFN,veto override,1992-09-30,Passed,345,74,Y,Y=Right; N=Wrong,855,https://voteview.com/rollcall/RH1020855,,5,"Even though China violates basic worker and human rights by imprisoning those who seek freedom of association and profits from exports to the United States made by slave labor, President Bush believed China deserved a no-strings-attached, Most Favored Nation (MFN) trade status. MFN trade status grants a country preferred tariffs at the lowest rate. The AFL-CIO termed it the height of hypocrisy for the United States to wave the banner of human rights with one hand, while using the other hand to sign an MFN trade agreement with a nation which denies its citizens and workers their basic human rights and uses forced labor to manufacture its goods for export. While the AFL-CIO called for outright denial of MFN for China, it did support a bill which set conditions on China's trade status. H.R. 5318 would have denied MFN status for China for items produced by state-owned facilities if China continued to violate human rights, to sell nuclear weapons and to commit unfair trading practices. The bill passed both houses but Bush vetoed the bill. The House voted 345-74 to override the veto on Sept. 30. But the Senate failed to override. For override - Right. Against override - Wrong."
1992,House,102,2,7,H.R.,776,HR776-102,Energy Bill/Miners' Health Care - Nuclear Cleanup,conference report,1992-10-05,Adopted,363,60,Y,Y=Right; N=Wrong,887,https://voteview.com/rollcall/RH1020887,,5,"An important part of the AFL-CIO-backed energy bill (H.R. 776) was an amendment designed to shore up health benefits for retired coal miners. More than 120,000 retired miners and their dependents - covered by the UMW Health Benefit Funds - faced the loss of their health coverage without passage of H.R. 776. They had worked for companies that had gone out of business or used legal tricks to avoid their obligations to the retired miners. The bill set up a formula to provide funding for the health benefits. In addition, the legislation will create tens of thousands of jobs for the decades-long efforts to clean up federal uranium enrichment sites. Many AFL-CIO affiliated unions have represented the workers at these plants for nearly 40 years. Many basic worker protections were contained in the uranium enrichment title, including transition language covering contractual matters such as the employee benefit package, hiring rights, health care and pension benefits. Also included are provisions protecting the collective bargaining agreement during transition and ensuring coverage of workers by OSHA, the Davis-Bacon Act and the Service Contract Act. On Oct. 5, the House agreed to the conference report on H.R. 776 by a 363-60 margin. For - Right. Against - Wrong."
1992,House,102,2,8,H.J.Res.,290,HJRES290-102,Balanced Budget Amendment,passage,1992-06-11,Rejected,280,153,N,Y=Wrong; N=Right,609,https://voteview.com/rollcall/RH1020609,,6,"Backers of a balanced budget amendment to the constitution were willing to play election year politics with this ill-advised issue. Most studies indicated that millions of jobs would be lost, taxes would jump and state and local budget deficits would soar under a balanced budget amendment. But those warnings were ignored by the Bush administration, which undertook a massive effort to win congressional approval for a balanced budget amendment as a panacea to deficit woes. During the House debate on H.J. Res. 290, which called for a constitutional amendment, the AFL-CIO noted that if a balanced budget amendment were ratified a combination of large tax increases and drastic spending cuts would be required to balance the budget. Various studies showed such action could result in a sharp drop in economic output and the loss of millions of jobs. The reduced spending levels would sharply limit the federal government's ability to fund programs to help those who might lose their jobs. State and local governments, already in fiscal crisis, could see their deficits soar and also be forced to cut services and increase taxes. A two-thirds majority is needed for a constitutional amendment to win congressional approval. On June 11, the House turned back the proposed amendment by a 280-153 vote. For - Wrong. Against - Right."
1992,House,102,2,9,H.R.,4312,HR4312-102,Voting Rights/Language Assistance,passage,1992-07-24,Passed,237,125,Y,Y=Right; N=Wrong,735,https://voteview.com/rollcall/RH1020735,,6,"The AFL-CIO strongly supported H.R. 4312, the Voting Rights Language Assistance Act of 1992. Language assistance provisions were added to the Voting Rights Act in 1975 to remedy voting discrimination suffered by Hispanic-American, Asian-American, Indian and Alaskan Native communities. Those provisions called for language help when registering or voting under certain demographic conditions. But those provisions were set to end on August 6. H.R. 4312 extended them for 15 years, the same length as the entire Voting Rights Act. For almost 20 years, the program was an effective means of integrating citizens, whose first language was not English, into the electoral process. The AFL-CIO told the House that the need for these language assistance provisions remains because the U.S. continues to absorb many newcomers who become citizens, but do not yet have the ability to deal with registration and electoral materials in English. On July 24, the House passed H.R. 4312 by a 237-125 vote. For - Right. Against - Wrong."
1992,House,102,2,10,S.,5,S5-102,Family and Medical Leave,veto override,1992-09-30,Rejected,258,169,Y,Y=Right; N=Wrong,857,https://voteview.com/rollcall/RH1020857,,6,"President Bush vetoed family and medical leave legislation for the second time in his term, despite the fact large majorities in both houses backed the bill during the 102nd and the 101st congresses. The family leave issue has been debated in the Congress since 1985. The United States is the only major industrialized nation without a family and medical leave policy. Thousands of workers have faced the choice of taking care of their sick children or other family members or losing their jobs. The legislation (S. 5) was the product of bipartisan support and compromise. The AFL-CIO, as it has done in the past, backed the bill. The legislation would grant up to 12 weeks of unpaid leave to workers for birth or adoption or to care for a seriously ill child, spouse or elderly parent, or for the worker's own illness. It guarantees a worker's job, or equivalent upon return, and continues health benefits during the leave. The bill's requirements apply to firms with 50 or more employees, which covers close to half of the nation's workers. Bush vetoed the bill and the House failed to override Sept. 30 by a 258-169 vote. For override - Right. Against override - Wrong."
