year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1978,Senate,95,2,1,H.R.,8410,HR8410-95,Labor Law Reform (1),cloture,1978-06-07,Rejected,42,47,Y,Y=Right; N=Wrong,798,https://voteview.com/rollcall/RS0950798,"bill inferred from Voteview roll 798's own description, `TO INVOKE CLOTURE ON H.R. 8410, THE LABOR LAW REFORM ACT OF 1978`",6,"A filibuster by anti-labor, right-wing senators backed by the National Right to Work Committee and the lobbies of every major business interest succeeded in blocking Senate consideration of the House-passed Labor Law Reform bill. The legislation was designed to better protect workers' rights to seek union representation by expediting the administration and procedures of the National Labor Relations Act and by strengthening penalties against labor law violators. Supported by the Carter Administration, this package of reforms represented the most important revision of labor law since the passage of the Wagner Act in 1935. Under the rules of the Senate unlimited debate - filibuster - can continue until 60 senators vote to limit debate by adopting cloture. The leadership and floor managers of the bill allowed three weeks of filibuster - to satisfy the concerns of senators for ""adequate"" debate - and then set in motion a series of cloture votes to gradually build strength to curb debate. The attempts eventually failed by the narrowest of margins from realizing the necessary 60 votes. The first vote came on June 7, failing, as expected, by 42-47. For - Right. Against - Wrong."
1978,Senate,95,2,2,H.R.,8410,HR8410-95,Labor Law Reform (2),cloture,1978-06-08,Rejected,49,41,Y,Y=Right; N=Wrong,799,https://voteview.com/rollcall/RS0950799,"bill inferred from Voteview roll 799's own description, `TO INVOKE CLOTURE ON H.R. 8410`",6,A second cloture move was rejected by a 49-41 vote on June 8. For - Right. Against - Wrong.
1978,Senate,95,2,3,H.R.,8410,HR8410-95,Labor Law Reform (3),motion to table,1978-06-08,Agreed to,51,37,Y,Y=Right; N=Wrong,800,https://voteview.com/rollcall/RS0950800,"bill inferred from Voteview roll 800's own description, `TO TABLE THE BAKER MOTION TO RECOMMIT H.R. 8410 TO THE COMMITTEE ON HUMAN RESOURCES`",6,"A third key vote on Labor Law Reform also came on June 8 when the anti-labor conservative opponents of the bill tried to kill it by recommitting it to the Human Resources Committee. The motion to recommit, made by Sen. Howard Baker (R-Tenn.), was shelved on a tabling motion by Sen. Robert Byrd (D-W.Va.), approved by a 51-37 vote. For tabling - Right. Against tabling - Wrong."
1978,Senate,95,2,4,H.R.,8410,HR8410-95,Labor Law Reform (4),cloture,1978-06-13,Rejected,54,43,Y,Y=Right; N=Wrong,801,https://voteview.com/rollcall/RS0950801,,6,The third cloture attempt failed by 54-43 on June 13. For - Right. Against - Wrong.
1978,Senate,95,2,5,H.R.,8410,HR8410-95,Labor Law Reform (5),cloture,1978-06-14,Rejected,58,41,Y,Y=Right; N=Wrong,802,https://voteview.com/rollcall/RS0950802,,6,Another cloture effort to cut off the filibuster against the labor law reform bill failed by 58-41 on June 14. For - Right. Against - Wrong.
1978,Senate,95,2,6,H.R.,8410,HR8410-95,Labor Law Reform (6),cloture,1978-06-15,Rejected,58,39,Y,Y=Right; N=Wrong,803,https://voteview.com/rollcall/RS0950803,,6,"A fifth cloture motion again failed to achieve the 60 votes necessary to end to the filibuster. The cloture motion was defeated by a 58-39 vote on June 15. Following this, a sixth, meaningless cloture vote also failed on June 16 and the bill was then recommitted to the Human Resources Committee for modification and discussions to obtain the additional votes necessary for cloture. For - Right. Against - Wrong."
1978,Senate,95,2,7,H.R.,11445,HR11445-95,Job Safety,motion to table,1978-08-02,Rejected,42,51,Y,Y=Right; N=Wrong,910,https://voteview.com/rollcall/RS0950910,,6,A yearly target of the right wing in Congress has been the landmark Occupational Safety & Health Act (OSHA) enacted in 1970 to promote safety and protect American workers at their job site. The 1978 assault on OSHA came during Senate debate on a small business authorization bill. Sen. Dewey Bartlett (R-Okla.) offered an amendment to exempt from the job safety law work sites of 10 or fewer employees in an occupational category where the job related injury-illness rate is less than 7 per 100 full time workers based on an existing annual government survey. That survey is widely regarded as defective because it is based on insufficient and outdated information and thus cannot properly evaluate job-related illness rates. The effect of the Bartlett amendment would be to exempt an estimated 10.5 million workers from job safety protections. An effort by Sen. Gaylord Nelson (D-Wis.) to table and thus kill the Bartlett amendment was rejected by the Senate on a 42-51 vote on Aug. 2. For tabling - Right. Against tabling - Wrong.
1978,Senate,95,2,8,S.,2493,S2493-95,Worker Protections,substitute,1978-04-19,Rejected,43,48,N,Y=Wrong; N=Right,760,https://voteview.com/rollcall/RS0950760,,6,"Legislation reducing federal regulation of the airline industry contained important worker safeguards. The bill authorized the establishment of a program compensating airline employees suffering job losses or salary cuts as a result of airline deregulation. During debate on the bill, Sen. Edward Zorinsky (D-Neb.) attempted to remove these protections by replacing them with much weaker provisions. Zorinsky's amendment was beaten by a 43-48 vote on Apr. 19. For - Wrong. Against - Right."
1978,Senate,95,2,9,H.R.,12930,HR12930-95,Federal Workers' Wages,amendment,1978-06-27,Rejected,21,69,Y,Y=Right; N=Wrong,817,https://voteview.com/rollcall/RS0950817,,6,"For the last decade consecutive Democratic and Republican administrations have made federal workers a primary target of inflation-fighting efforts. In 1978 the Senate Appropriations Committee reported a Treasury-Postal Service appropriations bill that mandates a 5.5 percent pay cap on the catch-up wage increases of federal blue collar workers. This arbitrary action came long before the Federal Pay Panel, which by law makes pay recommendations to the President on comparability rates for government workers, had made its findings. During debate on the appropriations bill, Sen. Ted Stevens (R-Alaska) tried to delete the pay cap. His amendment was defeated, however, by a 21-69 vote on June 27. For - Right. Against - Wrong."
1978,Senate,95,2,10,S.,2539,S2539-95,Education,passage,1978-08-16,Passed,68,28,Y,Y=Right; N=Wrong,960,https://voteview.com/rollcall/RS0950960,,6,"Skyrocketing tuition costs have made it impossible for many middle income American families to afford a college education for their children. To help partially alleviate this financial burden, the Carter Administration proposed legislation sponsored by Sen. Claiborne Pell (D-R.I.) providing educational cash grants to families with incomes up to $25,000. The bill also expands access to interest-subsidized educational loans for all families. Backed by labor, this educational assistance program was approved by a 68-28 margin on Aug. 16. For - Right. Against - Wrong."
1978,Senate,95,2,11,S.,419,S419-95,Energy,amendment,1978-06-27,Rejected,34,51,N,Y=Wrong; N=Right,820,https://voteview.com/rollcall/RS0950820,,6,The AFL-CIO supports establishment of a government corporation to construct prototype and new energy facilities to serve as a cost yardstick for energy development as well as to determine the feasibility of national long-term commitments to new energy sources. Sen. Clifford Hansen (R-Wyo.) tried to strike a provision allowing formation of federally-owned testing facilities to direct and develop the oil shale demonstration project. Hansen offered his amendment to an energy bill authorizing funds to finance extraction of oil from shale rock. His amendment was defeated by a 34-51 vote on June 27. For - Wrong. Against - Right.
1978,Senate,95,2,12,S.,3084,S3084-95,Housing (1),amendment,1978-07-19,Adopted,60,21,N,Y=Wrong; N=Right,863,https://voteview.com/rollcall/RS0950863,,6,"Low and middle income families have been hardest hit by the spiraling of housing costs with many now spending 25-50 percent of their income for this necessity. As a result, increasing numbers of families cannot afford to buy their own home. To help blunt climbing housing prices, 1978 legislation included increased funding for various federally subsidized housing and rental programs. During floor debate, Sen. Lawton Chiles (D-Fla.) sought to cut the authorization level by some $626 million. This called for reducing the number of new low-income rental units by over 100,000 while slashing subsidies for public housing operations and rental relief for the poor in private housing. Despite AFL-CIO opposition, the Chiles amendment was approved by a 60-21 vote on July 19. For - Wrong. Against - Right."
1978,Senate,95,2,13,H.R.,12936,HR12936-95,Housing (2),amendment,1978-08-07,Adopted,45,42,N,Y=Wrong; N=Right,931,https://voteview.com/rollcall/RS0950931,,6,"During debate on 1979 housing appropriations which included environmental construction and research funding for other agencies, Sen. William Proxmire (D-Wis.) proposed cutting $810 million from the bill. This would reduce by $24 million contract authority for public housing, $20 million from urban development programs, $250 million from water pollution control construction grants and $15 million from science and space research programs. By a 45-42 vote on Aug. 7 the Senate approved the Proxmire amendment. For - Wrong. Against - Right."
1978,Senate,95,2,14,H.R.,2777,HR2777-95,Consumer Cooperatives,substitute,1978-07-13,Rejected,35,59,N,Y=Wrong; N=Right,847,https://voteview.com/rollcall/RS0950847,,6,The AFL-CIO backed legislation in the 95th Congress to establish a consumer cooperative bank to provide funds to encourage the development of non-profit cooperatives that provide goods and services to consumers at low cost. During debate on the bill conservatives led by Sen. John Tower (R-Tex.) offered a crippling substitute bill to allow only for a two-year pilot project. The Senate rejected the substitute 35-59 on July 13. For - Wrong. Against - Right.
1978,Senate,95,2,15,H.R.,12050,HR12050-95,Tuition Tax Credits,amendment,1978-08-15,Adopted,56,41,Y,Y=Right; N=Wrong,954,https://voteview.com/rollcall/RS0950954,,6,"Organized labor historically has been in the forefront of federal, state and local efforts to provide for free public education for all. In keeping with this position, the AFL-CIO strongly opposed in 1978 proposals to provide for a tuition tax credit for families who choose to send their children to private schools. Tuition tax credits for private elementary and secondary school expenses would benefit mostly higher income persons and cost the federal treasury an estimated $1.2 billion in the first year. This revenue drain would eventually be taken out of the total education budget, thus seriously impairing federal aid to the nation's public school system. During debate on legislation to provide tuition tax credits for elementary, secondary, and college education, Sen. Ernest Hollings (D-S.C.) sponsored a labor-backed amendment to strike the tax credits for elementary and secondary schools. The Senate approved this amendment by a 56-41 vote on Aug. 15. For - Right. Against - Wrong."
1978,Senate,95,2,16,,,,Panama Canal Treaties,passage,1978-03-16,Passed,68,32,Y,Y=Right; N=Wrong,702,https://voteview.com/rollcall/RS0950702,,6,"After thirteen years of negotiations between the U.S. government and Panama, the Carter Administration sent to the Senate a new Panama Canal Treaty that gives control of the Canal Zone to the Panamanian government by the year 2000. The AFL-CIO endorsed this agreement, expressing satisfaction that U.S. citizens employed at the Canal Zone would be protected and compensated and that the treaty adequately safeguards the defense, operation, and permanent neutrality of the Canal Zone. An intense right-wing campaign was launched against ratification of the new agreement which contained two treaties - one guaranteeing the Canal Zone's permanent neutrality and the second turning the Zone over to Panama. Both treaties were ratified by identical 68-32 votes on Mar. 16 and Apr. 19. A two-thirds majority approving the treaties was required. For - Right. Against - Wrong."
