year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1975,Senate,94,1,1,H.R.,4481,HR4481-94,Emergency Jobs,amendment,1975-04-25,Rejected,22,47,N,Y=Wrong; N=Right,150,https://voteview.com/rollcall/RS0940150,"position Y -> N: the printed marker `For - Right.` is inverted against the card's own paragraph, which opposes the Johnston amendment that roll 150 put; date and tally are as printed",6,"During deliberations on a comprehensive $6.1 billion emergency jobs appropriations bill, Sen, Johnston (D-La.) attempted to slash in half the $1.6 billion allocated for creation of public service jobs. His amendment was offered at a time when unemployment was at its highest level since the depression. More funding of public service jobs had been endorsed in the AFL-CIO General Board's economic recovery program. The Senate rejected the Johnston proposal on Apr. 25 by a vote of 22-47. For - Right. Against - Wrong."
1975,Senate,94,1,2,S.,1587,S1587-94,Public Works - Jobs,amendment,1975-07-29,Adopted,58,36,Y,Y=Right; N=Wrong,347,https://voteview.com/rollcall/RS0940347,,6,"Ignoring threats of still another veto of jobs legislation, the Senate passed a multi-billion dollar accelerated public works employment bill. The bill included $2 billion in special funding to financially distressed state and local governments suffering from excessive unemployment. These funds had been added by way of an amendment by Sen. Muskie (D-Me.) which the Senate had approved on July 29 by a 58-36 vote. Final House approval of a conference report on this legislation is now pending. For - Right. Against - Wrong."
1975,Senate,94,1,3,S.Con.Res.,32,SCONRES32-94,The Federal Budget,amendment,1975-04-30,Rejected,29,64,Y,Y=Right; N=Wrong,155,https://voteview.com/rollcall/RS0940155,,6,"Utilizing the new budget process for the first time, the Senate Budget Committee focused its main effort on reducing the deficit instead of reducing the unemployment rate. The result was a Senate budget resolution that failed to provide the needed economic stimulus to put America back to work. When the Senate considered the Budget Committee resolution, it rejected 29-64 on Apr. 30 an amendment by Sen. Mondale (D-Minn.) adding $9 billion for various jobs-creating programs. The Mondale amendment would have provided an estimated one million jobs. For - Right. Against - Wrong."
1975,Senate,94,1,4,H.R.,5900,HR5900-94,Situs Picketing (1),cloture,1975-11-18,Agreed to,62,37,Y,Y=Right; N=Wrong,500,https://voteview.com/rollcall/RS0940500,,6,"Legislation long sought by organized labor to give construction workers job site picketing rights ran headlong into a conservative-backed Senate filibuster. The Senate, however, broke the filibuster on Nov. 18. A cloture motion to end debate by Sen. Kennedy (D-Mass.) approved 62-37, gained the necessary 60 votes required under the new Senate filibuster rule. For cloture - Right. Against cloture - Wrong."
1975,Senate,94,1,5,H.R.,5900,HR5900-94,Situs Picketing (2),passage,1975-11-19,Passed,52,45,Y,Y=Right; N=Wrong,523,https://voteview.com/rollcall/RS0940523,,6,"On Nov. 19, the Senate passed 52-45 its version of the situs picketing bill. Before passage, the Senate had grafted onto the measure a second bill endorsed by the AFL-CIO and strongly pushed by President Ford promoting stability in construction industry bargaining. For - Right. Against - Wrong."
1975,Senate,94,1,6,H.R.,5900,HR5900-94,Situs Picketing (3),conference report,1975-12-15,Adopted,52,43,Y,Y=Right; N=Wrong,591,https://voteview.com/rollcall/RS0940591,,6,"On Dec. 15, the Senate approved 52-43 the conference report on the situs picketing bill which maintained the collective bargaining provision. Although President Ford had indicated he would sign the bill if this bargaining section was included, he later broke his promise and vetoed the legislation in late December. For - Right. Against - Wrong."
1975,Senate,94,1,7,S.,1662,S1662-94,Food Stamps for the Unemployed,amendment,1975-06-10,Adopted,61,35,Y,Y=Right; N=Wrong,216,https://voteview.com/rollcall/RS0940216,,6,"With millions of Americans unemployed, many jobless persons have faced unnecessary delays in being certified for food stamps. Delays in receiving benefits have lasted as long as three months. To remedy this situation, Senators Dole (R-Kan.) and McGovern (D-S.Dak.) during debate on a minor welfare reform bill offered an amendment establishing procedures for immediate benefit certification for the unemployed while verification of their eligibility was being determined. On June 10 the Senate approved the proposal 61-35. No further action has been taken. For - Right. Against - Wrong."
1975,Senate,94,1,8,H.R.,8069,HR8069-94,Job Safety,amendment,1975-09-24,Adopted,48,45,N,Y=Wrong; N=Right,414,https://voteview.com/rollcall/RS0940414,,6,"Reacting to a business-sponsored campaign to gut the Occupational Safety & Health Act, the Senate approved an amendment sponsored by Sen. Curtis (R-Neb.). The amendment, added to the Labor-HEW appropriation bill, prohibited funds from being used to enforce OSHA at firms employing three or fewer workers. The amendment denied protection of the law to nearly 6 percent of the workforce. The Senate on Sept. 24 agreed 48-45 to this weakening amendment. The amendment was dropped, however, in the conference report on the bill. For - Wrong. Against - Right."
1975,Senate,94,1,9,H.R.,2166,HR2166-94,Tax Reform - Foreign Profits,motion to table,1975-03-19,Rejected,44,52,N,Y=Wrong; N=Right,78,https://voteview.com/rollcall/RS0940078,,6,"The AFL-CIO has long sought revisions in the tax code to permit the fair taxation of profits earned by U.S.-based multinational companies. In Senate debate on a multi-billion-dollar tax reduction bill, Sen. Hartke (D-Ind.) sponsored an amendment to partially close this loophole. His proposal would repeal the foreign tax credit on all foreign oil-related income, making it instead a deduction while providing that such oil related income be taxed at a 24 percent tax rate. An effort by Sen. Curtis (R-Neb.) to table this labor-backed proposal was rejected by 44-52 on Mar. 19. This defeat paved the way for inclusion of the Hartke provision in the tax bill later passed by the Senate. The provision was, however, watered down in the final conference report on the tax rebate bill eventually signed into law. For tabling - Wrong. Against tabling - Right."
1975,Senate,94,1,10,S.,1849,S1849-94,Oil Price Controls (1),veto override,1975-09-10,Rejected,61,39,Y,Y=Right; N=Wrong,388,https://voteview.com/rollcall/RS0940388,,6,"Under pressure from the oil industry, the Senate on Sept. 10 failed to obtain the two-thirds majority needed to override President Ford's veto of labor-backed legislation continuing price ceilings on domestic oil for six months. The temporary extension was needed to give Congress time to complete action an a pending comprehensive conservation bill that included provisions dealing with oil price controls. The Senate vote of 61-39 was six votes shy of the margin needed for the veto override. Total oil price decontrol was avoided, however, as a later compromise energy bill partially retained price controls for 39 months. For - Right. Against - Wrong."
1975,Senate,94,1,11,S.,622,S622-94,Oil Price Controls (2),motion to table,1975-04-09,Rejected,42,45,Y,Y=Right; N=Wrong,126,https://voteview.com/rollcall/RS0940126,,6,"During earlier Senate consideration of the omnibus energy bill, efforts were similarly made to end oil price controls. A heated battle took place on an amendment by Sen. Johnston (D-La.) to decontrol prices on oil from existing wells recovered by secondary and tertiary means. An effort by Sen. Jackson (D-Wash.) to table the proposal was rejected 42-45 on Apr. 9. The failure of this tabling motion led to the eventual partial decontrol of this oil. For - Right. Against - Wrong."
1975,Senate,94,1,12,S.,2310,S2310-94,Natural Gas Price Decontrol,motion to table,1975-10-02,Rejected,45,50,Y,Y=Right; N=Wrong,427,https://voteview.com/rollcall/RS0940427,,6,Consumers can expect to pay even higher prices for natural gas as the result of an amendment by Senators Pearson (R-Kan.) and Bentsen (D-Tex.) providing for eventual phase-out of federal price controls on gas shipped in interstate commerce. Their amendment was added to a short-term emergency bill dealing with predicted winter gas shortages. A labor-backed effort by Sen. Hollings (D-S.C.) to table and thus kill the proposal was defeated on Oct. 2 by a 45-50 vote. The House will consider this legislation in the second session. For tabling - Right. Against tabling - Wrong.
1975,Senate,94,1,13,H.R.,8631,HR8631-94,Nuclear Insurance Act,passage,1975-12-16,Passed,76,18,Y,Y=Right; N=Wrong,600,https://voteview.com/rollcall/RS0940600,,6,"In 1975 Congress passed and the President signed labor-backed legislation extending for ten years the Price-Anderson Act. The 1957 law provides a mandatory federal-private program of insurance protecting the public against accidents at a nuclear power-plant site. The Senate approved the extension bill, which also expanded the act's liability limits, by a 76-18 vote on Dec. 16. For - Right. Against - Wrong."
1975,Senate,94,1,14,S.Res.,239,SRES239-94,Federal Pay Raise Reduction,passage,1975-09-18,Rejected,39,53,Y,Y=Right; N=Wrong,398,https://voteview.com/rollcall/RS0940398,,6,President Ford succeeded in persuading the Senate to make federal workers bear the burden of his ineffective inflation-fighting efforts. The Senate on Sept. 18 rejected 39-53 a resolution to disapprove the President's recommendation to slash federal wage increases from 8.6 percent to 5 percent. The AFL-CIO strongly opposed the President's recommendation. For disapproval - Right. Against disapproval - Wrong.
1975,Senate,94,1,15,H.R.,6219,HR6219-94,Voting Rights Act,amendment,1975-07-24,Rejected,38,57,N,Y=Wrong; N=Right,321,https://voteview.com/rollcall/RS0940321,,6,"In 1975 Congress approved legislation extending the Voting Rights Act for ten years and broadening its coverages to other minorities. During Senate debate, anti-civil rights forces led by Sen. Scott (R-Va.) unsuccessfully attempted to cripple the legislation. Scott tried to allow states covered by the act to go to local federal courts instead of the federal district court in Washington, D.C., in efforts to ""escape"" from coverage under the law or to obtain approval of changes in their election laws. The Senate rejected his amendment 38-57 on July 24. For - Wrong. Against - Right."
1975,Senate,94,1,16,H.R.,8069,HR8069-94,Civil Rights - Busing,amendment,1975-09-24,Adopted,51,45,N,Y=Wrong; N=Right,411,https://voteview.com/rollcall/RS0940411,,6,"During Senate consideration of the Labor-HEW Appropriations bill, numerous efforts were made to limit severely the right of the courts and the Dept. of Health, Education & Welfare to require busing as a means of enforcing compliance with the Constitution. One such amendment, offered by Sen. Byrd (D-W.Va.), blocked HEW from seeking quality, integrated education by prohibiting the use of funds to require the transportation of any student to a school other than the closest school offering the courses of study pursued by that student. The Senate approved the Byrd amendment 51-45 on Sept. 24. For - Wrong. Against - Right."
1975,Senate,94,1,17,S.Res.,4,SRES4-94,Filibuster Rule Reform,motion to table,1975-02-20,Agreed to,51,42,Y,Y=Right; N=Wrong,14,https://voteview.com/rollcall/RS0940014,date 1975-02-15 -> 1975-02-20 per Voteview roll 14: Feb. 15 1975 was a Saturday and the Senate held no roll call that day,6,"At the start of the 94th Congress, labor and civil rights groups again supported efforts to liberalize the Senate's rule for ending filibusters. As in previous years, the first major procedural hurdle was whether a new Senate - before adopting its rules - could end debate by a simple majority vote. Sen. Pearson (R-Kan.) moved to close debate on a proposed change in the filibuster rule and Sen. Mansfield (D-Mont.) raised a point-of-order against the motion to bring the issue to a vote. When the Senate on Feb. 15 approved, 51-42, a motion by Sen. Mondale (D-Minn.) to table the Mansfield point of order, the Senate affirmed its right to close debate by majority vote at the beginning of a new Congress. This key vote eventually led to a change in the filibuster rule, whereby cloture could be obtained with 60 votes. For tabling - Right. Against tabling - Wrong."
1975,Senate,94,1,18,S.,1281,S1281-94,Housing Discrimination,amendment,1975-09-04,Rejected,40,41,N,Y=Wrong; N=Right,381,https://voteview.com/rollcall/RS0940381,,6,"In the first session, Congress also passed legislation designed to prevent the practice of ""redlining"" by mortgage lenders in metropolitan areas and thereby encourage credit allocation to inner-city housing. ""Redlining"" arbitrarily denies mortgage loans for housing in these sections of the nation's cities. During debate on this legislation, Sen. Garn (R-Utah) led efforts to gut the redlining disclosure provisions. His substitute bill would have limited the number of cities in which mortgage lenders would be required to disclose the amount of mortgage money lent over the next three years. The Senate narrowly rejected the Garn proposal on Sept. 4, by 40-41. For - Wrong. Against - Right."
1975,Senate,94,1,19,H.R.,5901,HR5901-94,Federal School Funds Veto,veto override,1975-09-10,Passed,88,12,Y,Y=Right; N=Wrong,389,https://voteview.com/rollcall/RS0940389,,6,"As part of his broad-based attack on federal spending for social programs, President Ford - ignoring the financial crunch facing the nation's school systems - vetoed in early August a $7.9 billion education appropriations bills for fiscal 1976. The AFL-CIO supported the appropriations bill and backed the Senate override effort. On Sept. 10 the Senate by a vote of 88 to 12 achieved the two-thirds margin needed to override the veto. The House similarly overrode Ford's action and the bill was enacted into law. For - Right. Against - Wrong."
1975,Senate,94,1,20,S.,200,S200-94,Consumer Agency,amendment,1975-05-12,Rejected,36,52,N,Y=Wrong; N=Right,170,https://voteview.com/rollcall/RS0940170,,6,An attempt by anti-consumer senators to block labor-backed legislation creating an Agency for Consumer Advocacy was rejected by the Senate. A proposal by Sen. Weicker (R-Conn.) sought to erode labor's support for the bill by placing labor-management relations under the agency's jurisdiction. The Weicker proposal was rejected 36-52 on May 12. For - Wrong. Against - Right.
1975,Senate,94,1,21,S.,409,S409-94,Wage-Price Controls,motion to table,1975-05-06,Rejected,41,47,Y,Y=Right; N=Wrong,164,https://voteview.com/rollcall/RS0940164,,6,"A remnant of the discredited experiment in economic controls, the Wage-Price Council was established by President Ford in 1974 with statutory power to do little more than questionable inflation-monitoring. During debate on legislation to extend the council for one year, Sen. Stevenson (D-Ill.) tried to expand the authority of the agency principally by granting it power to subpoena data on wages and productivity. Labor backed an effort by Sen. Tower (R-Tex.) to table the Stevenson amendment. The Senate, however, by a 41-47 vote on May 6 rejected Tower's effort. For tabling - Right. Against tabling - Wrong."
1975,Senate,94,1,22,S.,920,S920-94,Defense Spending,amendment,1975-06-05,Rejected,32,57,N,Y=Wrong; N=Right,206,https://voteview.com/rollcall/RS0940206,,6,"During debate on the 1976 Defense Authorization bill, numerous unsuccessful attempts were made to suspend development of various weapons systems. One such amendment offered by Sen. McGovern (D-S.Dak.) would have cut off funding for the continued development of the B-1 strategic bomber. The Senate rejected the amendment by a 32-57 vote on June 5. For - Wrong. Against - Right."
