year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1998,Senate,105,2,1,S.,1663,S1663-105,Paycheck Deception,cloture,1998-02-26,Rejected,45,54,N,Y=Wrong; N=Right,315,https://voteview.com/rollcall/RS1050315,"date: the card prints no date for this record - the only 1998 record that omits it. Supplied from the roll call its own grid points at, clerk 17 = Voteview roll 315, 26 Feb 1998, the failed cloture vote on S. 1663 at 45-54, which is the card's own tally",14,"(S. 1663) California and Oregon voters turned back big businesses’ 1997 attempts to silence working families voice in politics, as did judges and state legislatures around the country. But that didn’t deter the enemies of working families from backing federal legislation that would have placed incredible burdens on unions before they could spend their funds representing working families through political or legislative activity. Under the guise of campaign finance reform, S. 1663's rules applied only to unions—not to the corporations, which outspend unions 11-1 on politics. The bill’s backers could not end a filibuster against the legislation by pro-working family senators and failed to win a three-fifths majority needed for cloture, 45-54. Y=W, N=R (DEM: 0-44; REP: 45-10)."
1998,Senate,105,2,2,S.,1173,S1173-105,"Affirmative Action, Transportation",motion to table,1998-03-06,Agreed to,58,37,Y,Y=Right; N=Wrong,321,https://voteview.com/rollcall/RS1050321,,14,"(S. 1173) The assault on affirmative action programs—which help people of color and women gain fair and equal access to educational, business and other opportunities they traditionally have been denied—continued in the Senate’s major transportation funding bill, ISTEA. Sen. Mitch McConnell (R-Ky.) offered an amendment to weaken the highly successful Disadvantaged Business Enterprise program, which has increased participation of women and minorities in building highways, bridges, transit systems and other ISTEA-funded projects. A motion to table, or kill, the amendment passed 58-37, March 6, 1998. Y=R, N=W (DEM:43-1; REP: 15-36)"
1998,Senate,105,2,3,S.Con.Res.,86,SCONRES86-105,Medicare/Budget Resolution,amendment,1998-04-01,Adopted,51,47,N,Y=Wrong; N=Right,351,https://voteview.com/rollcall/RS1050351,,14,"(S.C.R. 86) More than 39 million elderly and disabled people rely on Medicare for guaranteed health insurance. But the Medicare Trust Fund will begin experiencing shortfalls by the year 2015. The AFL-CIO and other health care proponents offered several suggestions to shore up Medicare’s financial future, such as setting aside 15 percent of the budget surplus for Medicare solvency. But GOP congressional leaders did little to address the issue in 1998. In fact, an amendment to the budget resolution would have removed balanced billing protections and allowed seniors to be charged extra for Medicare services. It passed 51-47, April 1, 1998. Y=W, N=R (DEM: 1-42; REP: 50-5)"
1998,Senate,105,2,4,H.R.,2646,HR2646-105,School Vouchers,passage,1998-04-23,Passed,56,43,N,Y=Wrong; N=Right,400,https://voteview.com/rollcall/RS1050400,,14,"(H.R. 2646) The Senate approved House-passed legislation that would allow wealthy parents, earning up to $160,000 a year, to set aside up to $2,000 annually in Individual Retirement Accounts and allow those funds to be withdrawn tax-free for kindergarten through grade 12 education expenses, including private school tuition. But more than 90 percent of America’s school children attend public schools. Congress’s own Joint Committee on Taxation estimated that 70 percent of the tax-free benefits would go to the richest 20 percent of the nation’s families, essentially providing voucher-like subsidies for private education for the rich and denying tax money to public schools. The bill passed April 23, 1998, 56-43. Y=W, N=R (DEM: 5-40; REP: 51-3)"
1998,Senate,105,2,5,S.,1723,S1723-105,Immigration (H1B),passage,1998-05-18,Passed,78,20,N,Y=Wrong; N=Right,439,https://voteview.com/rollcall/RS1050439,,15,"(S. 1723) The information technology industry claims there is a shortage of skilled, high-tech U.S. workers and long has sought to import lower-paid foreign workers under the immigration law’s H1B visa program. However, the General Accounting Office said the industry reports were so flawed that it could not verify a labor shortage. he The Senate nonetheless took up an industry-backed bill to allow some 230,000 more H1B workers into the country. The legislation contained no legal recourse for U.S. workers fired and replaced by H1B workers or for U.S. job applicants whose resumes never are considered because the employer is holding positions open for lower-cost H1B workers. Nor did the bill contain any effective or efficient training programs for U.S. workers. S. 1723 was approved 78-20, May 18, 1998. Y=W, N=R (DEM: 27-18; REP: 51-2)"
1998,Senate,105,2,6,S.,2260,S2260-105,Immigration/Agriculture Workers,amendment,1998-07-23,Adopted,68,31,N,Y=Wrong; N=Right,531,https://voteview.com/rollcall/RS1050531,,15,"(S. 2260) Many large agribusinesses commonly use the excuse of labor shortages to push for relaxed immigration rules to allow them to import more foreign agricultural workers. But many times, employers use these workers, or the threat of bringing in new immigrants, to thwart organizing attempts and keep wages and benefits low. At the same time, many newly arrived workers are unaware of their rights and are easy targets for employer exploitation. Legislation to allow agriculture employers an almost unlimited number of foreign workers under the immigration law’s H2A program, and to gut existing worker protections, passed 68-31, July 23, 1998. Y=W, N=R (DEM: 14-31; REP: 54-0)"
1998,Senate,105,2,7,S.,1981,S1981-105,Freedom to Choose a Union,cloture,1998-09-14,Rejected,52,42,N,Y=Wrong; N=Right,564,https://voteview.com/rollcall/RS1050564,"tally 55-42 -> 52-42 per Voteview roll 564; the card's OWN party split, printed in the same sentence, is (DEM: 0-41; REP: 52-1) = 52 yeas and 42 nays, which is roll 564's figure and not the 55 printed beside it, so the record refutes its own tally and it is the yea count alone that is wrong",15,"(S. 1981) One of the basic principles of the National Labor Relations Act is the right of workers to choose a union without management interference. But employers regularly trample that right. Some 10,000 workers a year are fired for attempts to form unions in their workplaces. Employers spend an estimated $300 million a year on union-busting consultants, and 91 percent of businesses where workers are trying to form unions force employees to attend meetings behind closed doors designed to change their minds. Half of employers threaten to shut down if workers choose a union. The bill would put up additional roadblocks by banning union organizers from applying for and holding jobs for the purpose of organizing a particular workplace (salting), making single-unit organizing of a multisite employer more difficult and shifting the NLRB case cost from the employer to the board. On a procedural vote requiring a three-fifths majority, the legislation died 55-42, Sept. 14, 1998. Y=W, N=R (DEM: 0-41; REP: 52-1)"
1998,Senate,105,2,8,S.,1301,S1301-105,Minimum Wage,motion to table,1998-09-22,Agreed to,55,44,N,Y=Wrong; N=Right,576,https://voteview.com/rollcall/RS1050576,,15,"(S. 1301) While CEOs reap mega-bonuses for downsizing workers out of jobs and stock market high-rollers pocket astronomical profits, America’s minimum-wage workers struggle to get by in a booming economy. During the past 20 years, 80 percent of the income increase in the nation has gone to those already in the top 20 percent of wealth, and most of that has gone to the top 1 percent. The wage gap is so obvious that polls showed 80 percent of Americans support rasing the minimum wage. But the Senate, in a 55-44 near party-line vote Sept. 22, 1998, tabled a bankruptcy bill amendment by Sen. Ted Kennedy (D-Mass.) that would have boosted the minimum wage to $6.15 an hour by Jan. 1, 2000, in two 50-cent increases. Y=W, N=R (DEM: 2-42; REP: 53-2)"
