year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description,source_csv,also_scored_in
1992,Senate,102,2,8,S.,2733,S2733-102,Balanced Budget Amendment,cloture,1992-06-30,Rejected,56,39,N,Y=Wrong; N=Right,415,https://voteview.com/rollcall/RS1020415,"the card describes two cloture votes, June 30 and July 1, ""by identical 56-39 votes"", and the roster grid gives them one column; rolls 415 (30 Jun) and 416 (1 Jul) are both 56-39 on amendment 2447 to S. 2733 and all 100 senators cast identically on both, so no roster can separate them. Roll 415 is taken, the first of the pair; only date, voteview_rollnumber and voteview_url turn on the choice",11,"Backers of a balanced budget amendment to the constitution were willing to play election year politics with this ill-advised issue. Most studies indicated that millions of jobs would be lost, taxes would jump and state and local budget deficits would soar under a balanced budget amendment. But those warnings were ignored by the Bush administration, which undertook a massive effort to win congressional approval for a balanced budget amendment as a panacea to deficit woes. During the House debate on H.J. Res. 290, which called for a constitutional amendment, the AFL-CIO noted that if a balanced budget amendment were ratified a combination of large tax increases and drastic spending cuts would be required to balance the budget. Various studies showed such action could result in a sharp drop in economic output and the loss of millions of jobs. The reduced spending levels would sharply limit the federal government's ability to fund programs to help those who might lose their jobs. State and local governments, already in fiscal crisis, could see their deficits soar and also be forced to cut services and increase taxes. Despite the evidence of the disastrous impact, backers of a balanced budget amendment tried to attach it to an unrelated bill (S. 2733). However, twice they failed to win cloture, on June 30 and July 1, by identical 56-39 votes. For cloture - Wrong. Against cloture - Right.",senate_1992.csv,
1992,House,102,2,3,H.R.,5100,HR5100-102,Trade/Auto Parts,amendment,1992-07-08,Adopted,260,166,Y,Y=Right; N=Wrong,689,https://voteview.com/rollcall/RH1020689,,4,"The U.S. auto industry is at a crossroads. The recession in the early 1980s cost hundreds of thousands of auto workers their jobs; the current recession is producing similar dangers. While Japan has opened several new plants in the U.S. to manufacture their automobiles, the transplants are not a substitute for traditional domestic vehicles in terms of jobs generated, technological development supported or U.S. manufactured goods purchased. The AFL-CIO supported an amendment offered by Rep. Richard Gephardt (D-MO) to a broad trade bill (H.R. 5100) designed to boost the use of American-made parts by Japanese auto plants in the U.S. The amendment required Japan to live up to an agreement it made with President Bush in January. The core of the agreement reinforced Japan's commitment to use 70 percent American-made parts in vehicles manufactured by Japanese automakers in their U.S. plants. It also set the stage for a continued Voluntary Restraint Agreement (VRA) on Japanese vehicle exports to the U.S. Under the amendment the United States Trade Representative (USTR) would be required to negotiate a comprehensive auto trade pact with Japan which would include an extension of the current VRA. The VRA would continue as long as Japan has a similar agreement with the European Community. The amendment passed the House July 8 by a 260-166 vote. For - Right. Against - Wrong.",house_1992.csv,
1992,House,102,2,9,H.R.,4312,HR4312-102,Voting Rights/Language Assistance,passage,1992-07-24,Passed,237,125,Y,Y=Right; N=Wrong,735,https://voteview.com/rollcall/RH1020735,,6,"The AFL-CIO strongly supported H.R. 4312, the Voting Rights Language Assistance Act of 1992. Language assistance provisions were added to the Voting Rights Act in 1975 to remedy voting discrimination suffered by Hispanic-American, Asian-American, Indian and Alaskan Native communities. Those provisions called for language help when registering or voting under certain demographic conditions. But those provisions were set to end on August 6. H.R. 4312 extended them for 15 years, the same length as the entire Voting Rights Act. For almost 20 years, the program was an effective means of integrating citizens, whose first language was not English, into the electoral process. The AFL-CIO told the House that the need for these language assistance provisions remains because the U.S. continues to absorb many newcomers who become citizens, but do not yet have the ability to deal with registration and electoral materials in English. On July 24, the House passed H.R. 4312 by a 237-125 vote. For - Right. Against - Wrong.",house_1992.csv,
1992,House,102,2,4,H.R.,5620,HR5620-102,"Davis-Bacon/""Helpers""",amendment,1992-07-28,Rejected,172,242,N,Y=Wrong; N=Right,741,https://voteview.com/rollcall/RH1020741,"printed tally 172-241; roll call 741 is 172-242, which the member-level file reproduces exactly (172 yea, 242 nay, 20 not voting of 434 members)",4,"When the House took up H.R. 5620, supplemental appropriations for FY 1992, an amendment was offered to eliminate language in the bill which blocked Labor Department implementation of regulation on construction work ""helpers"" and apprenticeship programs. The AFL-CIO strongly opposed the DOL regulations and supported language banning their implementation. The Congress included such a prohibition in an FY 1991 appropriations bill, with the intent of establishing a permanent ban. But the Labor Department put new ""helper"" regulations into effect in January 1992. The Davis-Bacon Act requires prevailing wages for ""laborers and mechanics"" journeymen. The DOL regulations called for a new category of ""helpers"" designed to create a class of workers who, unlike laborers, would work with no formal training and no hope of advancement within the construction industry. Additionally, the result would be to severely reduce the level of employment for laborers, who are in large part minority workers. The Labor Department also proposed a regulation to disrupt the long-standing operation of apprenticeship programs. The regulations would abolish state apprenticeship councils of employer and employee groups which exist in 26 states and the District of Columbia. The implementation of those regulations was also banned in the FY 1991 appropriations bill. An amendment lifting the prohibition on the new regulations was defeated in the House July 28 by a 172-241 vote. For - Wrong. Against - Right.",house_1992.csv,
1992,House,102,2,5,H.R.,2782,HR2782-102,ERISA Preemption,amendment,1992-08-04,Rejected,140,266,N,Y=Wrong; N=Right,775,https://voteview.com/rollcall/RH1020775,,5,"Recent court decisions have misconstrued the Employee Retirement Income Security Act (ERISA) to preempt and void state laws concerning apprenticeship training on public works projects, state laws requiring the payment of prevailing wages on public works projects, and state mechanics' lien laws which enable workers to recover promised wages and benefits for work performed on building and construction projects. That was why the AFL-CIO supported H.R. 2782 which would restore worker protections at the state level by shielding them from unintended preemption. All 50 states have apprenticeship training laws and mechanics' lien laws. Thirty-one states have laws requiring contractors on public works projects to pay their workers the local prevailing wage. These long-standing state laws were not intended to be preempted by ERISA. Indeed, ERISA's preemption provisions were intended to protect benefit plans from multiple government regulation by establishing benefit plan regulation as an exclusive concern of the federal government. State apprenticeship training laws, prevailing wage laws, and mechanics' lien laws do not encroach upon the federal government's purview over benefit plan regulation. On August 4 an amendment to weaken the apprenticeship provisions of H.R. 2782 was defeated 140-266. For - Wrong. Against - Right.",house_1992.csv,
1992,Senate,102,2,4,H.R.,5677,HR5677-102,LM-2 and LM-3 Regulations,cloture,1992-09-16,Rejected,56,38,Y,Y=Right; N=Wrong,487,https://voteview.com/rollcall/RS1020487,,9,"Intense pressure from the National Right to Work Committee and other zealous right wing groups resulted in President Bush proposing a change to long-standing union financial reporting regulations which would be extremely burdensome in time and money to local unions, with no apparent benefit for union members. Those new LM-2 and LM-3 reporting requirements were even opposed by the Department of Labor official in charge of the LM-2 and LM-3 program. The proposed rules would change the type of accounting system now used by some 98 percent of local unions and by requiring a breakdown by substantive category of all union expenses, would increase by more than 2.5 million hours the amount of paperwork needed to file the required LM-2 and LM-3 reports. The FY 1993 Labor, Health and Human Services appropriations bill (H.R. 5677) included provisions suspending the Department of Labor's (DOL) ability to implement the new regulations on the LM-2s and LM-3s. GOP senators engaged in a filibuster against the motion to proceed to the bill in an effort to remove that ban from the appropriations bill. A Sept. 16 cloture vote, which would have ended that filibuster, failed 56-38, to receive the three-fifths needed to end debate. In an effort to get the entire bill to the floor, Senate leaders pulled the language banning the new regulations. For cloture - Right. Against cloture - Wrong.",senate_1992.csv,
1992,Senate,102,2,9,S.,250,S250-102,Motor Voter,veto override,1992-09-22,Rejected,62,38,Y,Y=Right; N=Wrong,506,https://voteview.com/rollcall/RS1020506,printed date Oct. 22; there is no Senate roll call that day and the 62-38 override attempt is roll call 506 of 22 Sept 1992,11,"""Motor voter"" legislation could add millions of eligible voters to registration lists. In the Senate, the bill (S. 250) won the backing of the AFL-CIO and a broad coalition of citizen groups, including the non-partisan League of Women Voters. The legislation would have enfranchised 70 million Americans who consistently cannot vote because they are not registered. In turn, that would increase the turnout on election day. In 1988 only 50 percent of eligible voters went to the polls. The 1990 off-year elections produced only a 36 percent turnout. S. 250 was designed to expand voter participation in the United States, while also ensuring the integrity of the electoral process. S. 250 would have allowed people to register to vote when they applied for drivers' licenses and other licenses and permits. It would have also allowed for registration by mail and at various state and federal offices such as employment offices and other agencies. It contained stiff penalties against voter fraud. More than 30 states have similar laws. The bill passed both houses by large - but not veto proof - margins and Bush vetoed the bill. The Senate sustained the veto on Oct. 22 by a 62-38 vote. For override - Right. Against override - Wrong.",senate_1992.csv,
1992,Senate,102,2,5,H.R.,11,HR11-102,Tax Bill/Federal Express Pilots' Pensions,amendment,1992-09-23,Rejected,41,56,Y,Y=Right; N=Wrong,511,https://voteview.com/rollcall/RS1020511,,10,"H.R. 11 began as a legislative response to the deadly and devastating Los Angeles riots. But the legislation was transformed into a tax giveaway for corporations and wealthy individuals. In fact, funds for tax breaks far outpaced money in the bill earmarked for actual urban aid. There were many objectionable provisions in the bill which led the AFL-CIO to oppose H.R. 11. One of the problems in H.R. 11 was a provision which in effect undermines collective bargaining by repealing an important provision that exempts collectively bargained airline pilot pension plans from the non-discrimination rules of ERISA. At the urging of Federal Express a provision deleting this 18-year-old pension regulation was added to H.R. 11 so that Federal Express could continue to fight union efforts to organize its pilots. When the Senate took up the bill, Sen. Robert Packwood (R-OR) offered an amendment, backed by the AFL-CIO, to strike those provisions from the bill. The amendment was defeated Sept. 23 by a 41-56 vote. The entire bill later was vetoed (see vote #12). For - Right. Against - Wrong.",senate_1992.csv,
1992,Senate,102,2,10,S.,5,S5-102,Family and Medical Leave,veto override,1992-09-24,Passed,68,31,Y,Y=Right; N=Wrong,512,https://voteview.com/rollcall/RS1020512,"printed date Sept. 21, which precedes the Sept. 22 veto; roll call 512 is 24 Sept 1992",11,"President Bush vetoed family and medical leave legislation for the second time in his term despite the fact it was supported by large majorities in the House and Senate during the 102nd and the 101st congresses. The family leave issue has been debated in the Congress since 1985. The United States is the only major industrialized nation without a family and medical leave policy. Thousands of workers have faced the choice of taking care of their sick children or other family members or losing their jobs. S. 5 was the product of bipartisan support and compromise. The AFL-CIO, as it has done in the past, backed the bill. The legislation called for up to 12 weeks of unpaid leave to workers for birth or adoption or to care for a seriously ill child, spouse or elderly parent, or for the worker's own illness. It guarantees a worker's job, or equivalent upon return, and continues health benefits during the leave. The bill's requirements apply to firms with 50 or more employees, which covers close to half of the nation's workers. The Senate voted 68-31 to override the veto on Sept. 21. But the House failed to override. For override - Right. Against override - Wrong.",senate_1992.csv,
1992,House,102,2,6,H.R.,5318,HR5318-102,Trade - China MFN,veto override,1992-09-30,Passed,345,74,Y,Y=Right; N=Wrong,855,https://voteview.com/rollcall/RH1020855,,5,"Even though China violates basic worker and human rights by imprisoning those who seek freedom of association and profits from exports to the United States made by slave labor, President Bush believed China deserved a no-strings-attached, Most Favored Nation (MFN) trade status. MFN trade status grants a country preferred tariffs at the lowest rate. The AFL-CIO termed it the height of hypocrisy for the United States to wave the banner of human rights with one hand, while using the other hand to sign an MFN trade agreement with a nation which denies its citizens and workers their basic human rights and uses forced labor to manufacture its goods for export. While the AFL-CIO called for outright denial of MFN for China, it did support a bill which set conditions on China's trade status. H.R. 5318 would have denied MFN status for China for items produced by state-owned facilities if China continued to violate human rights, to sell nuclear weapons and to commit unfair trading practices. The bill passed both houses but Bush vetoed the bill. The House voted 345-74 to override the veto on Sept. 30. But the Senate failed to override. For override - Right. Against override - Wrong.",house_1992.csv,
1992,House,102,2,10,S.,5,S5-102,Family and Medical Leave,veto override,1992-09-30,Rejected,258,169,Y,Y=Right; N=Wrong,857,https://voteview.com/rollcall/RH1020857,,6,"President Bush vetoed family and medical leave legislation for the second time in his term, despite the fact large majorities in both houses backed the bill during the 102nd and the 101st congresses. The family leave issue has been debated in the Congress since 1985. The United States is the only major industrialized nation without a family and medical leave policy. Thousands of workers have faced the choice of taking care of their sick children or other family members or losing their jobs. The legislation (S. 5) was the product of bipartisan support and compromise. The AFL-CIO, as it has done in the past, backed the bill. The legislation would grant up to 12 weeks of unpaid leave to workers for birth or adoption or to care for a seriously ill child, spouse or elderly parent, or for the worker's own illness. It guarantees a worker's job, or equivalent upon return, and continues health benefits during the leave. The bill's requirements apply to firms with 50 or more employees, which covers close to half of the nation's workers. Bush vetoed the bill and the House failed to override Sept. 30 by a 258-169 vote. For override - Right. Against override - Wrong.",house_1992.csv,
1992,Senate,102,2,6,H.R.,5318,HR5318-102,Trade - China MFN,veto override,1992-10-01,Rejected,59,40,Y,Y=Right; N=Wrong,535,https://voteview.com/rollcall/RS1020535,"printed tally 59-44, which is impossible - roll call 535 records 99 senators and is 59-40, with one not voting",10,"Even though China violates basic worker and human rights by imprisoning those who seek freedom of association and profits from exports to the United States made by slave labor, President Bush believed China deserved a no-strings-attached, Most Favored Nation (MFN) trade status. MFN trade status grants a country preferred tariffs at the lowest rate. The AFL-CIO termed it the height of hypocrisy for the United States to wave the banner of human rights with one hand, while using the other hand to sign an MFN trade agreement with a nation which denies its citizens and workers their basic human rights and uses forced labor to manufacture its goods for export. The AFL-CIO supported H.R. 5318, although it fell short of the outright denial of MFN sought by the AFL-CIO. It passed the Senate and House but was vetoed by Bush. The bill would have denied MFN status for China for items produced by state-owned facilities if China continues to violate human rights, to sell nuclear weapons and to commit unfair trading practices. But the Senate failed (59-44) to achieve the two-thirds majority to override the veto on Oct. 1. For override - Right. Against override - Wrong.",senate_1992.csv,
1992,House,102,2,7,H.R.,776,HR776-102,Energy Bill/Miners' Health Care - Nuclear Cleanup,conference report,1992-10-05,Adopted,363,60,Y,Y=Right; N=Wrong,887,https://voteview.com/rollcall/RH1020887,,5,"An important part of the AFL-CIO-backed energy bill (H.R. 776) was an amendment designed to shore up health benefits for retired coal miners. More than 120,000 retired miners and their dependents - covered by the UMW Health Benefit Funds - faced the loss of their health coverage without passage of H.R. 776. They had worked for companies that had gone out of business or used legal tricks to avoid their obligations to the retired miners. The bill set up a formula to provide funding for the health benefits. In addition, the legislation will create tens of thousands of jobs for the decades-long efforts to clean up federal uranium enrichment sites. Many AFL-CIO affiliated unions have represented the workers at these plants for nearly 40 years. Many basic worker protections were contained in the uranium enrichment title, including transition language covering contractual matters such as the employee benefit package, hiring rights, health care and pension benefits. Also included are provisions protecting the collective bargaining agreement during transition and ensuring coverage of workers by OSHA, the Davis-Bacon Act and the Service Contract Act. On Oct. 5, the House agreed to the conference report on H.R. 776 by a 363-60 margin. For - Right. Against - Wrong.",house_1992.csv,
1992,House,102,2,11,S.,12,S12-102,Cable Television Regulation,veto override,1992-10-05,Passed,308,114,Y,Y=Right; N=Wrong,890,https://voteview.com/rollcall/RH1020890,,7,"Prices have been soaring in the cable TV industry since it was deregulated in 1984 - a 56 percent increase from 1988-92 alone. The AFL-CIO strongly supported legislation (S. 12) designed to bring fairness and equity back into the cable (TV) marketplace. The legislation will protect consumers against unwarranted rate increases by cable companies - most of which operate as monopolies in their communities - provide access to programming for competitors and correct the imbalances against broadcasters. By strengthening the economic viability of free, over-the-air television, this bill also will protect the jobs of tens of thousands of workers in the broadcast television industry. Bush vetoed the bill, but the House voted Oct. 5 (308-114) to override the veto and the Senate followed suit, marking the first time a Bush veto was overridden. For override - Right. Against override - Wrong.",house_1992.csv,
1992,House,102,2,12,H.R.,11,HR11-102,Tax Bill/Urban Aid,conference report,1992-10-05,Adopted,208,202,N,Y=Wrong; N=Right,895,https://voteview.com/rollcall/RH1020895,"printed date Oct. 6; 208-202 is unique in the Congress and is roll call 895, which Voteview dates 5 Oct 1992. The House recorded 19 votes that legislative day and six more after this one, so the sitting plausibly ran past midnight and the card is giving the clock rather than the sitting, but that is not established here - the date column follows the roll call",7,"In the wake of the deadly and tragic Los Angeles riots, lawmakers began work on an urban aid bill to alleviate some of the causes of the riot and to help that city heal. However, months later that effort had ballooned into a $28 billion package of tax breaks aimed at corporations and benefits for the wealthy, with little money earmarked for real urban aid. The bill (H.R. 11) was opposed by the AFL-CIO. It would have established enterprise zones which lead to a dislocation of existing workers without creating new jobs in economically depressed areas. It also contained several other provisions opposed by the AFL-CIO including a new definition of ""leased employees"" which would help employers to avoid tax and pension obligations; a provision that would amend the long-standing law governing pilot pension plans and thereby assist Federal Express' efforts to avoid collective bargaining; a tax benefit for intangible assets that would actually encourage further mergers - especially in the food industry - with the result that workers could be fired or required to take lower wages in order to service overwhelming debt that could result from mergers. The House approved the conference report on the bill Oct. 6 by a 208-202 vote. The bill was later vetoed. For - Wrong. Against - Right.",house_1992.csv,
1992,Senate,102,2,11,S.,12,S12-102,Cable Television Regulation,veto override,1992-10-05,Passed,74,25,Y,Y=Right; N=Wrong,544,https://voteview.com/rollcall/RS1020544,,12,"The cable TV industry was deregulated in 1984 and prices have been soaring since, a 56 percent increase from 1988 to 1992 alone. The AFL-CIO strongly supported legislation (S. 12) designed to bring fairness and equity back into the cable TV marketplace. The legislation will protect consumers against unwarranted rate increases by cable companies - most of which operate as monopolies in their communities - provide access to programming for competitors and correct the imbalances against over-the-air broadcasters. By strengthening the economic viability of free, on-the-air television, this bill also will protect the jobs of tens of thousands of workers in the broadcast industry. Bush vetoed the bill, but the Senate voted Oct. 5, 74-25 to override the veto. The same day the House also overrode the veto, marking the first time a Bush veto was overridden. For override - Right. Against override - Wrong.",senate_1992.csv,
1992,Senate,102,2,7,H.R.,776,HR776-102,Energy Bill/Miners' Health Care - Nuclear Cleanup,cloture,1992-10-08,Agreed to,84,8,Y,Y=Right; N=Wrong,546,https://voteview.com/rollcall/RS1020546,,11,"An important part of the AFL-CIO-backed energy bill (H.R. 776) was an amendment designed to shore up health benefits for retired coal miners. Without passage of H.R. 776, more than 120,000 retired miners and their dependents - covered by the UMWA Health Benefit Funds - faced the loss of their health coverage. They had worked for companies that had gone out of business or used legal tricks to avoid their obligations to the retired miners. The bill set up a formula to provide funding for the health benefits. In addition, the legislation will create tens of thousands of jobs for the decades-long efforts to clean up federal uranium enrichment sites. Many AFL-CIO affiliated unions have represented the workers at these plants for nearly 40 years. Many basic worker protections were contained in the uranium enrichment title, including provisions protecting the collective bargaining agreement during transition and provisions ensuring coverage of workers by OSHA, the Davis-Bacon Act and the Service Contract Act. On Oct. 8, the Senate approved a cloture motion - to shut off debate on the bill - by an 84-8 vote. The bill was passed and signed into law. For cloture - Right. Against cloture - Wrong.",senate_1992.csv,
1992,Senate,102,2,12,H.R.,11,HR11-102,Tax Bill/Urban Aid,conference report,1992-10-08,Adopted,67,22,N,Y=Wrong; N=Right,550,https://voteview.com/rollcall/RS1020550,,12,"In the wake of the deadly and tragic Los Angeles riots, lawmakers began work on an urban aid bill to alleviate some causes of the riot and to help that city heal. However, months later that effort had ballooned into a $28 billion package of tax breaks aimed at corporations and benefits for the wealthy, with little money set aside for real urban aid. The bill, H.R. 11, opposed by the AFL-CIO, would have established enterprise zones which lead to a dislocation of existing workers without creating new jobs in economically depressed areas. It also contained several other provisions opposed by the AFL-CIO including a new definition of ""leased employees"" which would help employers to avoid tax and pension obligations; a provision that would amend the long-standing law governing pilot pension plans and thereby assist Federal Express efforts to avoid collective bargaining; a tax benefit for intangible assets that would actually encourage further mergers - especially in the food industry - with the result that workers could be fired or required to take lower wages in order to service overwhelming debt that could result from mergers. The Senate approved the conference report on the bill Oct. 8 by a 67-22 vote. The bill was later vetoed. For - Wrong. Against - Right.",senate_1992.csv,
1993,House,103,1,8,H.R.,1,HR1-103,Family and Medical Leave,passage,1993-02-03,Passed,265,163,Y,Y=Right; N=Wrong,20,https://voteview.com/rollcall/RH1030020,,6,"The AFL-CIO has supported family and medical leave legislation since the first bill was introduced in 1985. Many workers have risked their jobs when forced to take time off for the birth or adoption of a child or care for a sick child or spouse or parent. Unlike all other industrialized nations, the United States had no national policy on family leave. If a worker was not covered by a union contract, he or she had to depend on the whims of the employer for time off for serious family problems. The Federation, and others, took the view that the family leave standard should be considered a minimum labor standard, similar to wage and hour laws and workplace safety standards. But two successful vetoes and massive resistance from the business community stalled the legislation for eight years. The Family and Medical Leave Act of 1993 was the first bill introduced in the House in 1993 - H.R. 1. Backed by the AFL-CIO, it allows workers at firms of 50 or more employees up to 12 weeks of unpaid but job protected leave - for the birth or adoption of a child, the serious illness of a child, spouse or parent, or the worker's own illness. In addition, the workers retain their health benefits during the leave. The House passed the bill February 3 by a 265-163 vote. It was signed into law. For - Right. Against - Wrong.",house_1993.csv,
1993,House,103,1,9,H.R.,2,HR2-103,"""Motor Voter""",passage,1993-02-04,Passed,259,160,Y,Y=Right; N=Wrong,24,https://voteview.com/rollcall/RH1030024,,6,"Voter turnout has been steadily decreasing for years. In 1990 only 36 percent of eligible voters went to the polls. While the 1992 three-way presidential race generated a slightly higher than usual turnout, most experts considered that an aberration. Most other nations have about an 80 percent voter turnout, but they also have some form of automatic voter registration, which has been shown to increase voter participation. The AFL-CIO has long backed improvement in federal election laws aimed at improving voter turnout. Almost 40 percent of eligible voters are not registered. The main reason so many are not is the myriad of state regulations. H.R. 2, the ""motor voter"" bill, requires states to establish procedures permitting citizens to register to vote when applying for drivers' licenses and various other licenses and permits at state and federal offices, and it also requires states to establish mail-in voter registration. The House approved the bill February 4 (259-160) and it was signed into law. For - Right. Against - Wrong.",house_1993.csv,
1993,Senate,103,1,8,H.R.,1,HR1-103,Family and Medical Leave,passage,1993-02-04,Passed,71,27,Y,Y=Right; N=Wrong,11,https://voteview.com/rollcall/RS1030011,"bill follows the roll call: the card cites S. 5, but the passage vote of 4 Feb was on H.R. 1",10,"Many workers have risked their jobs when forced to take time off for the birth or adoption of a child or to care for a sick child, spouse or parent. Unlike all other industrialized nations, the United States had no national policy on family leave. If a worker was not covered by a union contract, he or she had to depend on the whims of the employer for time off for serious family problems. When the first family and medical leave legislation was introduced in 1985, the AFL-CIO stood firmly behind it. Like wage and hour laws and workplace safety mandates, the family leave standard should be considered a minimum labor standard. But two successful vetoes and massive resistance from the business community stalled the legislation for eight years. The Family and Medical Leave Act of 1993 (S. 5) was one of the first bills set for action in 1993. It allows workers at firms of 50 or more employees up to 12 weeks of unpaid, but job protected leave - for the birth or adoption of a child, the serious illness of a child, spouse, parent or the worker's own illness. In addition, the worker's health benefits continue during the leave. The Senate passed the bill February 4 by a 71-27 vote. It was signed into law. For - Right. Against - Wrong.",senate_1993.csv,
1993,House,103,1,1,H.R.,920,HR920-103,Extended Unemployment Benefits,passage,1993-02-24,Passed,254,161,Y,Y=Right; N=Wrong,39,https://voteview.com/rollcall/RH1030039,,3,"Early in 1993, some 300,000 out-of-work Americans were exhausting their normal 26 weeks of unemployment benefits every month and the problem of long-term unemployment was expected to continue through the year. In fact, the jobless rate remained above 6.5 percent through November. As the Bush recession continued to take its toll on the U.S. economy and its workers. In fact, the number of unemployed was higher in early 1993 than in July 1990 when the recession began. The AFL-CIO supported legislation (H.R. 920) to continue an emergency extended federal unemployment benefits program for workers who had run out of their 26 weeks of state benefits without finding new work. The program began at the height of the Bush recession in 1991 and was extended several times when the employment picture did not brighten. It was set to expire March 4. H.R. 920 provided up to 26 weeks of additional federal benefits beyond basic state benefits and extended the program through October 1993. The House passed the bill February 24 by a 254-161 vote. It was later signed into law. For - Right. Against - Wrong.",house_1993.csv,
1993,House,103,1,2,H.R.,20,HR20-103,Hatch Act Reform,passage,1993-03-03,Passed,333,86,Y,Y=Right; N=Wrong,50,https://voteview.com/rollcall/RH1030050,,3,"Since 1939 the Hatch Act has denied federal and postal employees the same political and Constitutional rights other Americans enjoy and exercise in the political process. Hatch Act reform legislation (H.R. 20), backed by the AFL-CIO, would, for the first time in 50 years, allow these workers to participate in a wide range of political activities - on their own time and away from the job. Under Hatch Act regulations, postal and federal employees are prohibited from participating in a variety of political activities not just on the job, but during the workers' free time as well. For example, such workers could not hand out campaign literature, solicit votes or hold office in a political party. But H.R. 20 lifts many of the Hatch Act's political restrictions. Federal and postal workers will have the freedom to endorse political candidates, organize phone banks to urge their election, distribute campaign literature, solicit political contributions and engage in most other political activity. The legislation continues the ban against engaging in these activities while at work, prohibits government and postal workers from using official influence or information for partisan political purposes and bans them from wearing political campaign buttons while on duty and in government buildings. The House approved H.R. 20 March 3 by a 333-86 vote. Hatch Act reform was later signed into law. For - Right. Against - Wrong.",house_1993.csv,
1993,Senate,103,1,9,S.,460,S460-103,"""Motor Voter""",cloture,1993-03-16,Rejected,59,41,Y,Y=Right; N=Wrong,33,https://voteview.com/rollcall/RS1030033,,11,"The AFL-CIO has long backed improvement in federal election laws aimed at increasing voter turnout. One proven way to do that is to ease voter registration restrictions. Almost 40 percent of eligible voters are not registered. The main reason so many are not is the myriad of state regulations. Voter turnout has been steadily decreasing for years. While the 1992 three-way presidential race generated a higher than usual turnout, most experts considered that an aberration. Most other nations have about an 80 percent voter turnout, but they also have some form of automatic voter registration. S. 460 the ""motor voter"" bill requires states to establish procedures permitting citizens to register to vote when applying for drivers' licenses and various licenses and permits at state and federal offices. It also requires states to establish mail-in voter registration. Republicans led a filibuster against the bill. A cloture motion, which requires a three-fifths majority to end a filibuster, failed March 16 by a 59-41 vote. Cloture was achieved later in the spring and the bill was passed and signed into law. For cloture - Right. Against cloture - Wrong.",senate_1993.csv,
1993,House,103,1,3,H.R.,1335,HR1335-103,Stimulus/Jobs,passage,1993-03-18,Passed,235,190,Y,Y=Right; N=Wrong,85,https://voteview.com/rollcall/RH1030085,,4,"When he first took office, one of President Clinton's major goals was to stimulate a stalled economy and create new jobs. He submitted AFL-CIO-backed legislation (H.R. 1335) aimed at quickly creating jobs through infrastructure investment and other projects. The economic stimulus plan was designed to create some 500,000 new jobs. Although some economic indicators were showing slight improvement in early 1993, the job recovery coming out of the recession was far weaker than that of any other recovery period. ""At a time when unemployment remains high, when American industries continue to shed jobs, and when the recession continues to batter millions of working families, the plan provides the necessary short-term economic stimulus that will put people back to work. . .this country desparately needs the jobs this package would provide,"" AFL-CIO President Lane Kirkland said. As proposed, the stimulus bill could have created new jobs - mostly in public works - including a summer jobs program aimed at inner city youth, a program to hire and train 10,000 new police officers, and a new child immunization program. The House passed the bill March 18 by a 235-190 vote. Later that spring a Senate filibuster killed the stimulus bill. For - Right. Against - Wrong.",house_1993.csv,
1993,Senate,103,1,1,H.R.,1335,HR1335-103,Stimulus/Jobs,cloture,1993-04-21,Rejected,56,43,Y,Y=Right; N=Wrong,105,https://voteview.com/rollcall/RS1030105,,8,"The nation's economy was still suffering the effects of the Bush recession in early 1993. Millions of Americans were out of work and many, many more were jobless for a longer time than in past recessions. While there were some signs of a possible recovery, few new jobs were being created. The toll of trickle-down economics was being paid by American working men and women. When President Clinton took office, one of his major goals was to stimulate a stalled economy and create new jobs. He submitted, and the AFL-CIO backed, legislation (H.R. 1335) aimed at quickly creating jobs through infrastructure investment and other projects. As proposed, the stimulus bill would have created up to 500,000 new, mostly public works jobs while establishing a summer jobs program aimed at inner city youth, a program to hire and train 10,000 new police officers, and a new child immunization program. When the bill reached the Senate after House approval, the Republican minority quickly began a filibuster in an attempt to derail a package that they knew they couldn't defeat on a simple majority vote. Four attempts to achieve cloture and end the filibuster (which requires a three-fifths majority) failed. The fourth and last attempt failed by a 56-43 vote on April 21. For cloture - Right. Against cloture - Wrong.",senate_1993.csv,
